Macrotrends Data Download;
;
Copper Prices - 45 Year Historical Chart;
;
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY";
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.;
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE;
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.;
;
;
;
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".";
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.";
;
;
date; value
15/10/2009;2.8590
16/10/2009;2.8455
19/10/2009;2.9665
20/10/2009;2.9320
21/10/2009;3.0360
22/10/2009;2.9980
26/10/2009;3.0110
27/10/2009;2.9990
28/10/2009;2.9305
29/10/2009;3.0295
30/10/2009;2.9555
02/11/2009;2.9450
03/11/2009;2.9560
04/11/2009;2.9930
05/11/2009;2.9570
06/11/2009;2.9525
09/11/2009;2.9675
10/11/2009;2.9615
11/11/2009;2.9660
12/11/2009;2.9475
13/11/2009;2.9725
16/11/2009;3.1035
17/11/2009;3.1085
18/11/2009;3.1105
19/11/2009;3.0810
20/11/2009;3.1080
23/11/2009;3.1355
24/11/2009;3.1161
25/11/2009;3.1708
27/11/2009;3.1019
30/11/2009;3.1573
01/12/2009;3.2135
02/12/2009;3.2400
03/12/2009;3.2275
04/12/2009;3.2195
07/12/2009;3.1910
08/12/2009;3.1460
09/12/2009;3.1040
10/12/2009;3.0845
11/12/2009;3.1150
14/12/2009;3.1345
15/12/2009;3.1250
16/12/2009;3.1895
17/12/2009;3.1130
18/12/2009;3.1230
21/12/2009;3.1425
22/12/2009;3.1215
23/12/2009;3.1870
24/12/2009;3.2725
28/12/2009;3.3213
29/12/2009;3.3030
30/12/2009;3.3372
31/12/2009;3.3427
04/01/2010;3.4060
06/01/2010;3.4945
07/01/2010;3.4270
08/01/2010;3.4005
11/01/2010;3.4410
12/01/2010;3.3495
13/01/2010;3.4000
14/01/2010;3.3875
15/01/2010;3.3660
19/01/2010;3.4470
20/01/2010;3.3550
21/01/2010;3.2950
22/01/2010;3.3470
25/01/2010;3.3930
26/01/2010;3.3395
27/01/2010;3.2225
28/01/2010;3.0980
29/01/2010;3.0525
01/02/2010;3.0835
02/02/2010;3.0895
03/02/2010;2.9735
04/02/2010;2.8790
05/02/2010;2.8575
08/02/2010;2.9130
09/02/2010;2.9870
10/02/2010;2.9890
11/02/2010;3.1335
12/02/2010;3.0825
16/02/2010;3.2215
17/02/2010;3.2395
18/02/2010;3.2855
19/02/2010;3.3570
22/02/2010;3.3109
24/02/2010;3.2430
25/02/2010;3.2030
26/02/2010;3.2809
01/03/2010;3.3500
02/03/2010;3.4115
03/03/2010;3.4350
04/03/2010;3.3755
05/03/2010;3.4175
08/03/2010;3.4105
09/03/2010;3.4115
10/03/2010;3.3680
11/03/2010;3.3770
12/03/2010;3.3800
15/03/2010;3.3150
16/03/2010;3.3650
17/03/2010;3.4180
18/03/2010;3.3955
19/03/2010;3.3725
22/03/2010;3.3805
23/03/2010;3.3790
24/03/2010;3.3455
25/03/2010;3.3805
26/03/2010;3.4030
29/03/2010;3.5355
30/03/2010;3.5635
31/03/2010;3.5535
01/04/2010;3.5840
05/04/2010;3.6315
06/04/2010;3.6170
07/04/2010;3.5975
08/04/2010;3.5865
09/04/2010;3.5900
12/04/2010;3.5645
13/04/2010;3.6005
14/04/2010;3.6105
15/04/2010;3.6005
16/04/2010;3.5145
19/04/2010;3.4970
20/04/2010;3.5135
21/04/2010;3.5350
22/04/2010;3.4865
23/04/2010;3.5130
26/04/2010;3.5280
27/04/2010;3.3673
28/04/2010;3.3757
29/04/2010;3.3437
30/04/2010;3.3503
03/05/2010;3.2935
04/05/2010;3.1785
05/05/2010;3.1515
06/05/2010;3.1170
07/05/2010;3.1445
10/05/2010;3.2280
11/05/2010;3.2065
12/05/2010;3.1880
13/05/2010;3.2315
14/05/2010;3.1340
17/05/2010;2.9320
18/05/2010;3.0310
19/05/2010;2.9595
20/05/2010;2.9445
21/05/2010;3.0610
24/05/2010;3.1475
25/05/2010;3.0420
26/05/2010;3.0805
27/05/2010;3.1585
28/05/2010;3.1045
01/06/2010;3.0630
02/06/2010;3.0405
03/06/2010;2.9465
04/06/2010;2.8195
07/06/2010;2.7660
08/06/2010;2.7795
09/06/2010;2.8500
10/06/2010;2.8625
11/06/2010;2.9040
14/06/2010;2.9920
15/06/2010;3.0045
16/06/2010;2.9955
17/06/2010;2.9055
18/06/2010;2.8840
21/06/2010;2.9420
22/06/2010;2.9920
23/06/2010;2.9355
24/06/2010;3.0055
25/06/2010;3.0986
28/06/2010;3.0787
29/06/2010;2.9245
30/06/2010;2.9476
01/07/2010;2.8770
02/07/2010;2.9160
06/07/2010;2.9710
07/07/2010;3.0150
08/07/2010;3.0155
09/07/2010;3.0535
12/07/2010;3.0090
13/07/2010;3.0175
14/07/2010;3.0085
15/07/2010;3.0120
16/07/2010;2.9295
19/07/2010;2.9380
20/07/2010;3.0015
21/07/2010;3.0930
22/07/2010;3.1645
23/07/2010;3.1850
26/07/2010;3.2230
27/07/2010;3.2065
28/07/2010;3.2455
29/07/2010;3.2900
30/07/2010;3.3115
02/08/2010;3.3895
03/08/2010;3.3585
04/08/2010;3.4045
05/08/2010;3.3535
06/08/2010;3.3430
09/08/2010;3.3540
10/08/2010;3.3125
11/08/2010;3.2540
12/08/2010;3.2840
13/08/2010;3.2520
16/08/2010;3.2795
17/08/2010;3.3385
18/08/2010;3.3495
19/08/2010;3.3185
20/08/2010;3.2910
23/08/2010;3.2915
24/08/2010;3.2410
25/08/2010;3.2110
26/08/2010;3.3087
27/08/2010;3.3716
30/08/2010;3.4229
31/08/2010;3.3682
01/09/2010;3.4775
02/09/2010;3.4955
03/09/2010;3.5000
07/09/2010;3.4705
09/09/2010;3.4435
10/09/2010;3.4065
13/09/2010;3.4790
14/09/2010;3.4685
15/09/2010;3.4665
16/09/2010;3.4935
17/09/2010;3.5220
20/09/2010;3.5045
21/09/2010;3.4810
22/09/2010;3.5650
23/09/2010;3.5905
24/09/2010;3.6180
27/09/2010;3.5970
29/09/2010;3.6615
30/09/2010;3.6515
01/10/2010;3.6905
04/10/2010;3.6640
05/10/2010;3.7265
06/10/2010;3.7530
07/10/2010;3.6795
08/10/2010;3.7745
11/10/2010;3.7895
12/10/2010;3.7895
13/10/2010;3.8205
14/10/2010;3.8155
15/10/2010;3.8390
18/10/2010;3.8550
19/10/2010;3.7575
20/10/2010;3.7935
21/10/2010;3.7815
22/10/2010;3.7970
25/10/2010;3.8630
26/10/2010;3.8690
27/10/2010;3.7755
28/10/2010;3.7875
29/10/2010;3.7335
01/11/2010;3.7850
02/11/2010;3.8390
03/11/2010;3.7850
04/11/2010;3.9120
05/11/2010;3.9485
08/11/2010;3.9565
09/11/2010;4.0430
10/11/2010;3.9690
11/11/2010;4.0225
12/11/2010;3.8935
15/11/2010;3.9250
16/11/2010;3.7275
17/11/2010;3.7295
18/11/2010;3.8310
19/11/2010;3.8335
22/11/2010;3.7515
23/11/2010;3.7025
24/11/2010;3.7563
26/11/2010;3.7532
29/11/2010;3.7610
30/11/2010;3.8242
01/12/2010;3.9475
02/12/2010;3.9785
03/12/2010;3.9985
06/12/2010;4.0075
07/12/2010;4.0475
08/12/2010;4.0990
09/12/2010;4.0850
10/12/2010;4.1095
13/12/2010;4.2045
14/12/2010;4.2060
15/12/2010;4.1295
16/12/2010;4.1130
17/12/2010;4.1560
20/12/2010;4.2035
21/12/2010;4.2730
22/12/2010;4.2720
23/12/2010;4.2560
27/12/2010;4.2765
28/12/2010;4.3248
29/12/2010;4.3085
30/12/2010;4.3601
31/12/2010;4.4455
03/01/2011;4.4575
04/01/2011;4.3690
05/01/2011;4.4080
06/01/2011;4.3295
07/01/2011;4.2825
10/01/2011;4.2645
11/01/2011;4.3490
12/01/2011;4.4115
13/01/2011;4.3770
14/01/2011;4.4120
18/01/2011;4.4280
19/01/2011;4.3700
20/01/2011;4.2720
21/01/2011;4.3090
24/01/2011;4.3485
25/01/2011;4.2260
26/01/2011;4.2670
27/01/2011;4.3385
28/01/2011;4.3730
31/01/2011;4.4585
01/02/2011;4.5470
02/02/2011;4.5440
03/02/2011;4.5445
04/02/2011;4.5795
07/02/2011;4.5750
08/02/2011;4.5740
09/02/2011;4.5240
10/02/2011;4.5435
11/02/2011;4.5360
14/02/2011;4.6285
15/02/2011;4.5360
16/02/2011;4.4700
17/02/2011;4.4840
18/02/2011;4.4820
22/02/2011;4.3470
23/02/2011;4.2787
24/02/2011;4.3333
25/02/2011;4.4474
28/02/2011;4.4928
01/03/2011;4.5095
02/03/2011;4.4980
03/03/2011;4.4900
04/03/2011;4.4855
07/03/2011;4.3270
08/03/2011;4.3385
09/03/2011;4.2125
10/03/2011;4.1975
11/03/2011;4.2075
14/03/2011;4.1865
15/03/2011;4.1370
16/03/2011;4.1975
17/03/2011;4.3440
18/03/2011;4.3390
21/03/2011;4.2860
23/03/2011;4.4285
24/03/2011;4.4245
25/03/2011;4.4190
28/03/2011;4.3500
29/03/2011;4.3465
30/03/2011;4.2740
31/03/2011;4.3075
01/04/2011;4.2585
04/04/2011;4.2550
05/04/2011;4.2645
06/04/2011;4.3700
07/04/2011;4.4165
08/04/2011;4.5015
12/04/2011;4.3835
13/04/2011;4.2945
14/04/2011;4.2840
15/04/2011;4.2575
18/04/2011;4.1980
19/04/2011;4.2295
20/04/2011;4.3395
21/04/2011;4.4000
25/04/2011;4.3030
26/04/2011;4.3231
27/04/2011;4.2354
28/04/2011;4.2549
29/04/2011;4.1763
02/05/2011;4.1960
03/05/2011;4.2530
04/05/2011;4.1340
05/05/2011;3.9980
06/05/2011;3.9755
09/05/2011;4.0165
10/05/2011;4.0420
11/05/2011;3.9135
12/05/2011;3.9705
13/05/2011;3.9835
16/05/2011;3.9905
17/05/2011;3.9985
18/05/2011;4.1050
19/05/2011;4.0525
20/05/2011;4.1215
23/05/2011;3.9915
24/05/2011;4.0130
25/05/2011;4.1070
26/05/2011;4.1110
27/05/2011;4.1860
31/05/2011;4.1775
01/06/2011;4.1065
02/06/2011;4.0845
03/06/2011;4.1345
06/06/2011;4.1420
07/06/2011;4.1495
08/06/2011;4.1085
09/06/2011;4.1075
10/06/2011;4.0560
13/06/2011;4.0345
14/06/2011;4.1550
15/06/2011;4.1220
16/06/2011;4.1175
17/06/2011;4.1020
20/06/2011;4.0735
21/06/2011;4.0885
22/06/2011;4.0880
23/06/2011;4.0390
24/06/2011;4.0985
27/06/2011;4.0547
28/06/2011;4.0984
29/06/2011;4.2182
30/06/2011;4.2804
01/07/2011;4.3025
05/07/2011;4.3475
06/07/2011;4.3350
07/07/2011;4.4420
08/07/2011;4.4120
11/07/2011;4.3680
12/07/2011;4.3915
13/07/2011;4.4035
14/07/2011;4.3800
15/07/2011;4.4130
18/07/2011;4.4030
19/07/2011;4.4680
20/07/2011;4.4360
21/07/2011;4.3835
22/07/2011;4.4100
25/07/2011;4.4065
26/07/2011;4.4780
27/07/2011;4.4465
28/07/2011;4.4695
29/07/2011;4.4795
01/08/2011;4.4100
02/08/2011;4.3950
03/08/2011;4.3260
04/08/2011;4.2355
05/08/2011;4.1170
08/08/2011;3.9615
09/08/2011;3.9700
10/08/2011;3.8885
11/08/2011;4.0085
12/08/2011;4.0120
15/08/2011;4.0320
16/08/2011;3.9940
17/08/2011;4.0320
18/08/2011;3.9660
19/08/2011;3.9835
22/08/2011;3.9555
23/08/2011;3.9960
24/08/2011;3.9980
25/08/2011;4.0790
26/08/2011;4.1027
29/08/2011;4.0972
30/08/2011;4.1341
31/08/2011;4.2010
01/09/2011;4.1605
02/09/2011;4.1245
06/09/2011;4.0560
07/09/2011;4.1320
08/09/2011;4.1435
09/09/2011;4.0025
12/09/2011;3.9655
13/09/2011;3.9700
14/09/2011;3.8980
15/09/2011;3.9570
16/09/2011;3.9315
19/09/2011;3.7825
20/09/2011;3.7255
21/09/2011;3.7640
22/09/2011;3.4885
23/09/2011;3.2800
26/09/2011;3.2830
27/09/2011;3.4395
28/09/2011;3.2465
29/09/2011;3.2460
30/09/2011;3.1520
03/10/2011;3.1505
04/10/2011;3.1035
05/10/2011;3.1060
06/10/2011;3.2465
07/10/2011;3.2735
10/10/2011;3.3680
11/10/2011;3.2905
12/10/2011;3.3935
13/10/2011;3.3070
14/10/2011;3.4085
17/10/2011;3.3780
18/10/2011;3.3600
19/10/2011;3.2580
20/10/2011;3.0575
21/10/2011;3.2230
24/10/2011;3.4490
25/10/2011;3.4205
26/10/2011;3.4900
27/10/2011;3.6920
28/10/2011;3.7060
31/10/2011;3.6320
01/11/2011;3.5025
02/11/2011;3.5810
03/11/2011;3.5885
04/11/2011;3.5645
07/11/2011;3.5355
08/11/2011;3.5330
09/11/2011;3.4410
10/11/2011;3.3740
11/11/2011;3.4635
14/11/2011;3.4880
15/11/2011;3.5015
16/11/2011;3.4845
17/11/2011;3.3825
18/11/2011;3.4020
21/11/2011;3.3030
22/11/2011;3.3330
23/11/2011;3.2790
25/11/2011;3.2716
28/11/2011;3.3625
29/11/2011;3.3802
30/11/2011;3.5674
01/12/2011;3.5275
02/12/2011;3.5775
05/12/2011;3.6085
06/12/2011;3.5685
07/12/2011;3.5490
08/12/2011;3.4930
09/12/2011;3.5505
12/12/2011;3.4580
13/12/2011;3.4360
14/12/2011;3.2750
15/12/2011;3.2630
16/12/2011;3.3265
19/12/2011;3.3035
20/12/2011;3.3645
21/12/2011;3.3895
22/12/2011;3.4100
23/12/2011;3.4645
27/12/2011;3.4058
28/12/2011;3.3631
29/12/2011;3.3682
30/12/2011;3.4351
03/01/2012;3.5285
04/01/2012;3.4345
05/01/2012;3.4265
06/01/2012;3.4350
09/01/2012;3.4160
10/01/2012;3.5130
11/01/2012;3.5460
12/01/2012;3.6490
13/01/2012;3.6370
17/01/2012;3.7295
18/01/2012;3.7525
19/01/2012;3.8005
20/01/2012;3.7450
23/01/2012;3.7985
24/01/2012;3.8075
25/01/2012;3.8295
26/01/2012;3.9015
27/01/2012;3.8890
30/01/2012;3.8265
31/01/2012;3.7900
01/02/2012;3.8420
02/02/2012;3.7810
03/02/2012;3.9015
06/02/2012;3.8645
07/02/2012;3.8760
08/02/2012;3.9095
09/02/2012;3.9785
10/02/2012;3.8620
13/02/2012;3.8395
14/02/2012;3.8145
15/02/2012;3.8015
16/02/2012;3.7910
17/02/2012;3.7080
21/02/2012;3.8365
22/02/2012;3.8335
23/02/2012;3.8060
24/02/2012;3.8644
27/02/2012;3.8839
28/02/2012;3.9177
29/02/2012;3.8777
01/03/2012;3.9315
02/03/2012;3.9030
05/03/2012;3.8595
06/03/2012;3.7375
07/03/2012;3.7670
08/03/2012;3.7915
09/03/2012;3.8585
13/03/2012;3.9025
14/03/2012;3.8480
15/03/2012;3.8975
16/03/2012;3.8780
19/03/2012;3.9090
20/03/2012;3.8305
21/03/2012;3.8455
22/03/2012;3.7655
23/03/2012;3.8085
26/03/2012;3.8875
27/03/2012;3.8800
28/03/2012;3.7925
29/03/2012;3.7965
30/03/2012;3.8250
02/04/2012;3.9210
03/04/2012;3.9190
04/04/2012;3.7905
05/04/2012;3.7955
09/04/2012;3.7200
10/04/2012;3.6500
11/04/2012;3.6395
12/04/2012;3.7205
13/04/2012;3.6270
16/04/2012;3.6280
17/04/2012;3.6470
18/04/2012;3.6310
19/04/2012;3.6275
20/04/2012;3.6980
23/04/2012;3.6260
24/04/2012;3.6725
25/04/2012;3.7015
26/04/2012;3.7696
27/04/2012;3.8230
30/04/2012;3.8303
01/05/2012;3.8435
02/05/2012;3.7870
03/05/2012;3.7360
04/05/2012;3.7210
07/05/2012;3.7735
08/05/2012;3.6775
09/05/2012;3.6595
10/05/2012;3.6905
11/05/2012;3.6480
14/05/2012;3.5540
15/05/2012;3.5175
16/05/2012;3.4780
17/05/2012;3.4790
18/05/2012;3.4685
21/05/2012;3.5020
22/05/2012;3.4870
23/05/2012;3.3960
24/05/2012;3.4285
25/05/2012;3.4480
29/05/2012;3.4620
30/05/2012;3.3900
31/05/2012;3.3655
01/06/2012;3.3135
04/06/2012;3.3070
05/06/2012;3.2890
06/06/2012;3.3790
07/06/2012;3.3705
08/06/2012;3.2850
11/06/2012;3.3430
12/06/2012;3.3355
13/06/2012;3.3395
14/06/2012;3.3545
15/06/2012;3.3835
18/06/2012;3.3955
19/06/2012;3.4335
20/06/2012;3.3875
21/06/2012;3.2980
22/06/2012;3.3060
25/06/2012;3.3160
26/06/2012;3.3145
27/06/2012;3.3523
28/06/2012;3.3293
29/06/2012;3.4952
02/07/2012;3.4690
03/07/2012;3.5400
05/07/2012;3.4930
06/07/2012;3.4095
09/07/2012;3.4315
10/07/2012;3.3980
11/07/2012;3.4475
12/07/2012;3.4150
13/07/2012;3.5040
16/07/2012;3.4850
17/07/2012;3.4555
18/07/2012;3.4740
19/07/2012;3.5345
20/07/2012;3.4480
23/07/2012;3.3800
24/07/2012;3.3530
25/07/2012;3.3745
26/07/2012;3.3935
27/07/2012;3.4260
30/07/2012;3.4160
31/07/2012;3.4175
01/08/2012;3.3750
02/08/2012;3.2905
03/08/2012;3.3675
06/08/2012;3.3890
07/08/2012;3.4405
08/08/2012;3.4215
09/08/2012;3.4250
10/08/2012;3.3925
13/08/2012;3.3535
14/08/2012;3.3590
15/08/2012;3.3495
16/08/2012;3.3825
17/08/2012;3.4195
20/08/2012;3.3710
21/08/2012;3.4530
22/08/2012;3.4545
23/08/2012;3.4925
24/08/2012;3.4835
27/08/2012;3.4765
28/08/2012;3.4638
29/08/2012;3.4451
30/08/2012;3.4444
31/08/2012;3.4564
04/09/2012;3.4690
05/09/2012;3.5290
06/09/2012;3.5165
07/09/2012;3.6450
10/09/2012;3.6885
11/09/2012;3.6970
12/09/2012;3.6925
13/09/2012;3.7100
14/09/2012;3.8325
17/09/2012;3.7920
18/09/2012;3.7870
19/09/2012;3.8140
20/09/2012;3.7590
21/09/2012;3.7890
24/09/2012;3.7315
25/09/2012;3.7585
26/09/2012;3.7100
27/09/2012;3.7440
28/09/2012;3.7580
01/10/2012;3.7855
02/10/2012;3.8010
03/10/2012;3.7840
04/10/2012;3.7860
05/10/2012;3.7780
09/10/2012;3.7180
10/10/2012;3.7180
11/10/2012;3.7515
12/10/2012;3.7030
15/10/2012;3.7015
16/10/2012;3.7000
17/10/2012;3.7480
18/10/2012;3.7430
19/10/2012;3.6375
22/10/2012;3.6220
23/10/2012;3.5695
24/10/2012;3.5680
25/10/2012;3.5505
26/10/2012;3.5500
29/10/2012;3.4945
30/10/2012;3.5060
31/10/2012;3.5175
01/11/2012;3.5520
02/11/2012;3.4815
05/11/2012;3.4700
06/11/2012;3.5060
07/11/2012;3.4415
08/11/2012;3.4695
09/11/2012;3.4455
12/11/2012;3.4680
13/11/2012;3.4710
14/11/2012;3.4535
15/11/2012;3.4625
16/11/2012;3.4515
19/11/2012;3.5275
20/11/2012;3.5165
21/11/2012;3.4960
23/11/2012;3.5280
26/11/2012;3.5365
27/11/2012;3.5382
28/11/2012;3.5273
29/11/2012;3.5942
30/11/2012;3.6383
03/12/2012;3.6480
04/12/2012;3.6435
05/12/2012;3.6750
06/12/2012;3.6350
07/12/2012;3.6535
10/12/2012;3.6965
11/12/2012;3.6765
12/12/2012;3.7065
13/12/2012;3.6500
14/12/2012;3.6720
17/12/2012;3.6545
18/12/2012;3.6420
19/12/2012;3.5945
20/12/2012;3.5250
21/12/2012;3.5560
24/12/2012;3.5340
26/12/2012;3.5863
27/12/2012;3.5944
28/12/2012;3.5847
31/12/2012;3.6502
02/01/2013;3.7360
03/01/2013;3.7170
04/01/2013;3.6935
07/01/2013;3.6780
08/01/2013;3.6720
09/01/2013;3.6705
10/01/2013;3.7090
11/01/2013;3.6540
14/01/2013;3.6340
15/01/2013;3.6375
16/01/2013;3.6065
17/01/2013;3.6620
18/01/2013;3.6790
22/01/2013;3.7050
23/01/2013;3.6845
24/01/2013;3.6765
25/01/2013;3.6520
28/01/2013;3.6615
29/01/2013;3.6915
30/01/2013;3.7500
31/01/2013;3.7320
01/02/2013;3.7845
04/02/2013;3.7685
05/02/2013;3.7700
06/02/2013;3.7405
07/02/2013;3.7270
08/02/2013;3.7595
11/02/2013;3.7225
12/02/2013;3.7440
13/02/2013;3.7425
14/02/2013;3.7375
15/02/2013;3.7370
19/02/2013;3.6495
20/02/2013;3.6080
21/02/2013;3.5530
22/02/2013;3.5330
25/02/2013;3.5466
26/02/2013;3.5731
27/02/2013;3.5582
28/02/2013;3.5435
01/03/2013;3.5010
04/03/2013;3.5015
05/03/2013;3.5150
06/03/2013;3.4930
07/03/2013;3.5205
08/03/2013;3.5090
11/03/2013;3.5170
12/03/2013;3.5545
13/03/2013;3.5250
14/03/2013;3.5365
15/03/2013;3.5205
18/03/2013;3.4280
19/03/2013;3.4055
20/03/2013;3.4465
21/03/2013;3.4350
22/03/2013;3.4660
25/03/2013;3.4450
26/03/2013;3.4425
27/03/2013;3.4435
28/03/2013;3.4020
01/04/2013;3.3745
02/04/2013;3.3785
03/04/2013;3.3330
04/04/2013;3.3515
05/04/2013;3.3440
08/04/2013;3.3710
09/04/2013;3.4415
10/04/2013;3.4180
11/04/2013;3.4335
12/04/2013;3.3500
15/04/2013;3.2730
16/04/2013;3.3055
17/04/2013;3.1875
18/04/2013;3.2045
19/04/2013;3.1485
22/04/2013;3.1310
23/04/2013;3.0930
24/04/2013;3.1570
25/04/2013;3.2381
26/04/2013;3.1851
29/04/2013;3.2261
30/04/2013;3.1875
01/05/2013;3.0800
02/05/2013;3.1045
03/05/2013;3.3145
06/05/2013;3.3105
07/05/2013;3.3025
08/05/2013;3.3705
09/05/2013;3.3405
10/05/2013;3.3530
13/05/2013;3.3595
14/05/2013;3.2880
15/05/2013;3.2650
16/05/2013;3.2945
17/05/2013;3.3230
20/05/2013;3.3600
21/05/2013;3.3435
22/05/2013;3.3805
23/05/2013;3.3040
24/05/2013;3.2955
28/05/2013;3.3150
29/05/2013;3.2970
30/05/2013;3.3155
31/05/2013;3.2925
03/06/2013;3.3305
04/06/2013;3.3690
05/06/2013;3.3715
06/06/2013;3.3190
07/06/2013;3.2685
10/06/2013;3.2410
11/06/2013;3.1950
12/06/2013;3.2255
13/06/2013;3.1850
14/06/2013;3.2015
17/06/2013;3.1975
18/06/2013;3.1550
19/06/2013;3.1410
20/06/2013;3.0620
21/06/2013;3.0955
24/06/2013;3.0245
25/06/2013;3.0732
26/06/2013;3.0408
27/06/2013;3.0567
28/06/2013;3.0561
01/07/2013;3.1570
02/07/2013;3.1430
03/07/2013;3.1745
05/07/2013;3.0650
08/07/2013;3.0995
09/07/2013;3.0645
10/07/2013;3.0910
11/07/2013;3.1775
12/07/2013;3.1550
15/07/2013;3.1445
16/07/2013;3.1865
17/07/2013;3.1285
18/07/2013;3.1315
19/07/2013;3.1400
22/07/2013;3.1850
23/07/2013;3.1980
24/07/2013;3.1790
25/07/2013;3.1855
26/07/2013;3.1055
29/07/2013;3.1075
30/07/2013;3.0420
31/07/2013;3.1185
01/08/2013;3.1660
02/08/2013;3.1725
05/08/2013;3.1680
06/08/2013;3.1730
07/08/2013;3.1730
08/08/2013;3.2705
09/08/2013;3.3065
12/08/2013;3.3030
13/08/2013;3.3170
14/08/2013;3.3400
15/08/2013;3.3375
16/08/2013;3.3630
19/08/2013;3.3320
20/08/2013;3.3380
21/08/2013;3.3065
22/08/2013;3.3300
23/08/2013;3.3485
26/08/2013;3.3195
27/08/2013;3.3299
28/08/2013;3.3053
29/08/2013;3.2539
30/08/2013;3.2314
03/09/2013;3.3045
04/09/2013;3.2410
05/09/2013;3.2440
06/09/2013;3.2615
09/09/2013;3.2780
10/09/2013;3.2625
11/09/2013;3.2570
12/09/2013;3.2100
13/09/2013;3.2035
16/09/2013;3.2220
17/09/2013;3.2230
18/09/2013;3.2785
19/09/2013;3.3470
20/09/2013;3.3205
23/09/2013;3.2985
24/09/2013;3.2565
25/09/2013;3.2720
26/09/2013;3.3070
27/09/2013;3.3295
30/09/2013;3.3230
01/10/2013;3.2740
02/10/2013;3.3160
03/10/2013;3.2685
04/10/2013;3.3010
07/10/2013;3.2965
08/10/2013;3.2925
09/10/2013;3.2310
10/10/2013;3.2485
11/10/2013;3.2690
14/10/2013;3.3030
15/10/2013;3.3075
16/10/2013;3.3080
17/10/2013;3.2970
18/10/2013;3.2990
21/10/2013;3.3035
22/10/2013;3.3355
23/10/2013;3.2675
24/10/2013;3.2635
25/10/2013;3.2690
28/10/2013;3.2690
29/10/2013;3.2780
30/10/2013;3.3255
31/10/2013;3.3005
01/11/2013;3.2985
04/11/2013;3.2530
05/11/2013;3.2585
06/11/2013;3.2370
07/11/2013;3.2485
08/11/2013;3.2540
11/11/2013;3.2595
12/11/2013;3.2340
13/11/2013;3.1595
14/11/2013;3.1605
15/11/2013;3.1710
18/11/2013;3.1495
19/11/2013;3.1575
20/11/2013;3.1595
21/11/2013;3.1915
22/11/2013;3.2140
25/11/2013;3.2257
26/11/2013;3.2156
27/11/2013;3.1972
29/11/2013;3.2237
02/12/2013;3.2025
03/12/2013;3.1970
04/12/2013;3.2630
05/12/2013;3.2465
06/12/2013;3.2625
09/12/2013;3.2805
10/12/2013;3.2865
11/12/2013;3.3175
12/12/2013;3.3140
13/12/2013;3.3340
16/12/2013;3.3565
17/12/2013;3.3475
18/12/2013;3.3400
19/12/2013;3.3175
20/12/2013;3.3260
23/12/2013;3.3320
24/12/2013;3.3980
26/12/2013;3.4205
27/12/2013;3.4060
30/12/2013;3.3977
31/12/2013;3.4055
02/01/2014;3.3815
03/01/2014;3.3550
06/01/2014;3.3595
07/01/2014;3.3595
08/01/2014;3.3425
09/01/2014;3.2990
10/01/2014;3.3415
13/01/2014;3.3465
14/01/2014;3.3360
15/01/2014;3.3580
16/01/2014;3.3425
17/01/2014;3.3445
21/01/2014;3.3510
22/01/2014;3.3370
23/01/2014;3.2855
24/01/2014;3.2715
27/01/2014;3.2590
28/01/2014;3.2530
29/01/2014;3.2405
30/01/2014;3.2265
31/01/2014;3.1970
03/02/2014;3.1835
04/02/2014;3.1920
05/02/2014;3.1885
06/02/2014;3.2290
07/02/2014;3.2360
10/02/2014;3.2245
11/02/2014;3.2150
12/02/2014;3.2560
13/02/2014;3.2500
14/02/2014;3.2645
18/02/2014;3.2855
19/02/2014;3.2855
20/02/2014;3.2790
21/02/2014;3.2910
24/02/2014;3.2700
25/02/2014;3.2522
26/02/2014;3.2329
27/02/2014;3.2152
28/02/2014;3.1977
03/03/2014;3.1720
04/03/2014;3.2145
06/03/2014;3.2180
07/03/2014;3.0825
10/03/2014;3.0315
11/03/2014;2.9520
12/03/2014;2.9620
13/03/2014;2.9230
14/03/2014;2.9505
17/03/2014;2.9520
18/03/2014;2.9515
19/03/2014;2.9870
20/03/2014;2.9285
21/03/2014;2.9505
24/03/2014;2.9455
25/03/2014;3.0055
26/03/2014;2.9655
27/03/2014;2.9930
28/03/2014;3.0415
31/03/2014;3.0255
01/04/2014;3.0345
02/04/2014;3.0455
03/04/2014;3.0270
04/04/2014;3.0225
07/04/2014;3.0395
08/04/2014;3.0510
09/04/2014;3.0370
10/04/2014;3.0450
11/04/2014;3.0415
14/04/2014;3.0475
15/04/2014;2.9875
16/04/2014;3.0255
17/04/2014;3.0450
21/04/2014;3.0430
22/04/2014;3.0535
23/04/2014;3.0590
24/04/2014;3.1205
25/04/2014;3.1182
28/04/2014;3.1032
29/04/2014;3.0728
30/04/2014;3.0279
01/05/2014;3.0215
02/05/2014;3.0700
05/05/2014;3.0535
06/05/2014;3.0570
07/05/2014;3.0325
08/05/2014;3.0625
