Date,Value of Copper in Dollars per Tonne,ds,y
1959-07-02,645.7719999999998,1959-07-02,645.7719999999998
1959-07-06,641.3639999999998,1959-07-06,641.3639999999998
1959-07-07,621.5279999999998,1959-07-07,621.5279999999998
1959-07-08,627.2584,1959-07-08,627.2584
1959-07-09,608.3040000000002,1959-07-09,608.3040000000002
1959-07-10,607.6428,1959-07-10,607.6428
1959-07-13,612.7120000000001,1959-07-13,612.7120000000001
1959-07-14,629.242,1959-07-14,629.242
1959-07-15,633.2092,1959-07-15,633.2092
1959-07-16,642.466,1959-07-16,642.466
1959-07-17,642.6864,1959-07-17,642.6864
1959-07-20,637.6172,1959-07-20,637.6172
1959-07-21,642.6864,1959-07-21,642.6864
1959-07-22,648.6372,1959-07-22,648.6372
1959-07-23,647.7556,1959-07-23,647.7556
1959-07-24,646.4332,1959-07-24,646.4332
1959-07-27,646.2128,1959-07-27,646.2128
1959-07-28,646.8739999999998,1959-07-28,646.8739999999998
1959-07-29,628.14,1959-07-29,628.14
1959-07-30,633.4295999999998,1959-07-30,633.4295999999998
1959-07-31,642.466,1959-07-31,642.466
1959-08-03,646.2128,1959-08-03,646.2128
1959-08-04,639.16,1959-08-04,639.16
1959-08-05,640.262,1959-08-05,640.262
1959-08-06,649.078,1959-08-06,649.078
1959-08-07,659.6572,1959-08-07,659.6572
1959-08-10,665.6080000000001,1959-08-10,665.6080000000001
1959-08-11,667.3712,1959-08-11,667.3712
1959-08-12,671.9996,1959-08-12,671.9996
1959-08-13,678.832,1959-08-13,678.832
1959-08-14,675.5260000000001,1959-08-14,675.5260000000001
1959-08-17,647.976,1959-08-17,647.976
1959-08-18,663.404,1959-08-18,663.404
1959-08-19,665.6080000000001,1959-08-19,665.6080000000001
1959-08-20,663.404,1959-08-20,663.404
1959-08-21,661.4204,1959-08-21,661.4204
1959-08-24,660.7592000000002,1959-08-24,660.7592000000002
1959-08-25,656.7919999999998,1959-08-25,656.7919999999998
1959-08-26,665.1672,1959-08-26,665.1672
1959-08-27,670.0160000000001,1959-08-27,670.0160000000001
1959-08-28,676.4076,1959-08-28,676.4076
1959-08-31,688.3092,1959-08-31,688.3092
1959-09-01,676.628,1959-09-01,676.628
1959-09-02,678.3912,1959-09-02,678.3912
1959-09-03,679.4932,1959-09-03,679.4932
1959-09-04,683.4603999999998,1959-09-04,683.4603999999998
1959-09-08,686.1052000000002,1959-09-08,686.1052000000002
1959-09-09,680.8156,1959-09-09,680.8156
1959-09-10,677.73,1959-09-10,677.73
1959-09-11,677.9504,1959-09-11,677.9504
1959-09-14,666.2692000000002,1959-09-14,666.2692000000002
1959-09-15,657.4532,1959-09-15,657.4532
1959-09-16,660.3184,1959-09-16,660.3184
1959-09-17,656.5716,1959-09-17,656.5716
1959-09-18,648.6372,1959-09-18,648.6372
1959-09-21,641.3639999999998,1959-09-21,641.3639999999998
1959-09-22,642.9068000000002,1959-09-22,642.9068000000002
1959-09-23,654.5880000000001,1959-09-23,654.5880000000001
1959-09-24,665.1672,1959-09-24,665.1672
1959-09-25,666.9304,1959-09-25,666.9304
1959-09-28,661.8612,1959-09-28,661.8612
1959-09-29,666.71,1959-09-29,666.71
1959-09-30,669.5752,1959-09-30,669.5752
1959-10-01,672.22,1959-10-01,672.22
1959-10-02,681.4767999999998,1959-10-02,681.4767999999998
1959-10-05,685.0032,1959-10-05,685.0032
1959-10-06,686.9867999999999,1959-10-06,686.9867999999999
1959-10-07,677.9504,1959-10-07,677.9504
1959-10-08,681.0360000000001,1959-10-08,681.0360000000001
1959-10-09,683.0196,1959-10-09,683.0196
1959-10-13,678.832,1959-10-13,678.832
1959-10-14,687.648,1959-10-14,687.648
1959-10-15,685.8847999999998,1959-10-15,685.8847999999998
1959-10-16,686.546,1959-10-16,686.546
1959-10-19,696.4639999999999,1959-10-19,696.4639999999999
1959-10-20,709.688,1959-10-20,709.688
1959-10-21,715.4184,1959-10-21,715.4184
1959-10-22,724.6751999999998,1959-10-22,724.6751999999998
1959-10-23,719.6060000000001,1959-10-23,719.6060000000001
1959-10-26,721.1487999999998,1959-10-26,721.1487999999998
1959-10-27,729.5239999999999,1959-10-27,729.5239999999999
1959-10-28,730.6260000000002,1959-10-28,730.6260000000002
1959-10-29,731.7280000000002,1959-10-29,731.7280000000002
1959-10-30,727.32,1959-10-30,727.32
1959-11-02,735.034,1959-11-02,735.034
1959-11-04,753.3272,1959-11-04,753.3272
1959-11-05,754.87,1959-11-05,754.87
1959-11-06,765.6696,1959-11-06,765.6696
1959-11-09,768.5348,1959-11-09,768.5348
1959-11-10,778.012,1959-11-10,778.012
1959-11-11,765.2288,1959-11-11,765.2288
1959-11-12,754.2088,1959-11-12,754.2088
1959-11-13,741.6460000000002,1959-11-13,741.6460000000002
1959-11-16,724.0139999999999,1959-11-16,724.0139999999999
1959-11-17,704.6188,1959-11-17,704.6188
1959-11-18,708.586,1959-11-18,708.586
1959-11-19,718.2836000000002,1959-11-19,718.2836000000002
1959-11-20,713.4348,1959-11-20,713.4348
1959-11-23,705.28,1959-11-23,705.28
1959-11-24,710.1288,1959-11-24,710.1288
1959-11-25,698.668,1959-11-25,698.668
1959-11-27,687.8684,1959-11-27,687.8684
1959-11-30,682.138,1959-11-30,682.138
1959-12-01,699.77,1959-12-01,699.77
1959-12-02,709.4676000000002,1959-12-02,709.4676000000002
1959-12-03,703.076,1959-12-03,703.076
1959-12-04,703.5168,1959-12-04,703.5168
1959-12-07,708.8063999999998,1959-12-07,708.8063999999998
1959-12-08,719.3856000000002,1959-12-08,719.3856000000002
1959-12-09,719.6060000000001,1959-12-09,719.6060000000001
1959-12-10,724.2344,1959-12-10,724.2344
1959-12-11,715.8592,1959-12-11,715.8592
1959-12-14,712.9939999999999,1959-12-14,712.9939999999999
1959-12-15,723.7936000000002,1959-12-15,723.7936000000002
1959-12-16,712.5532,1959-12-16,712.5532
1959-12-17,708.586,1959-12-17,708.586
1959-12-18,720.4876,1959-12-18,720.4876
1959-12-21,726.6587999999998,1959-12-21,726.6587999999998
1959-12-22,726.4384,1959-12-22,726.4384
1959-12-23,729.9648,1959-12-23,729.9648
1959-12-24,735.6952,1959-12-24,735.6952
1959-12-28,741.4255999999998,1959-12-28,741.4255999999998
1959-12-29,722.4712,1959-12-29,722.4712
1959-12-30,712.1124,1959-12-30,712.1124
1959-12-31,705.0596,1959-12-31,705.0596
1960-01-04,702.4148,1960-01-04,702.4148
1960-01-05,700.872,1960-01-05,700.872
1960-01-06,704.178,1960-01-06,704.178
1960-01-07,694.26,1960-01-07,694.26
1960-01-08,698.8883999999998,1960-01-08,698.8883999999998
1960-01-11,704.178,1960-01-11,704.178
1960-01-12,699.3292,1960-01-12,699.3292
1960-01-13,699.9904,1960-01-13,699.9904
1960-01-14,702.6351999999998,1960-01-14,702.6351999999998
1960-01-15,707.4839999999999,1960-01-15,707.4839999999999
1960-01-18,708.1451999999998,1960-01-18,708.1451999999998
1960-01-19,704.6188,1960-01-19,704.6188
1960-01-20,704.178,1960-01-20,704.178
1960-01-21,704.6188,1960-01-21,704.6188
1960-01-22,710.79,1960-01-22,710.79
1960-01-25,720.0468,1960-01-25,720.0468
1960-01-26,723.5731999999998,1960-01-26,723.5731999999998
1960-01-27,719.6060000000001,1960-01-27,719.6060000000001
1960-01-28,714.096,1960-01-28,714.096
1960-01-29,705.5004,1960-01-29,705.5004
1960-02-01,697.7864,1960-02-01,697.7864
1960-02-02,702.1944,1960-02-02,702.1944
1960-02-03,701.0924,1960-02-03,701.0924
1960-02-04,713.2144,1960-02-04,713.2144
1960-02-05,710.1288,1960-02-05,710.1288
1960-02-08,712.5532,1960-02-08,712.5532
1960-02-09,719.6060000000001,1960-02-09,719.6060000000001
1960-02-10,717.4019999999999,1960-02-10,717.4019999999999
1960-02-11,721.5896,1960-02-11,721.5896
1960-02-12,724.2344,1960-02-12,724.2344
1960-02-15,717.4019999999999,1960-02-15,717.4019999999999
1960-02-16,714.096,1960-02-16,714.096
1960-02-17,718.5039999999999,1960-02-17,718.5039999999999
1960-02-18,722.9119999999999,1960-02-18,722.9119999999999
1960-02-19,719.6060000000001,1960-02-19,719.6060000000001
1960-02-23,705.7207999999998,1960-02-23,705.7207999999998
1960-02-24,699.3292,1960-02-24,699.3292
1960-02-25,695.8027999999998,1960-02-25,695.8027999999998
1960-02-26,683.24,1960-02-26,683.24
1960-02-29,665.6080000000001,1960-02-29,665.6080000000001
1960-03-01,651.2819999999998,1960-03-01,651.2819999999998
1960-03-02,653.2656,1960-03-02,653.2656
1960-03-03,652.384,1960-03-03,652.384
1960-03-04,644.67,1960-03-04,644.67
1960-03-07,641.5844000000002,1960-03-07,641.5844000000002
1960-03-08,643.3475999999998,1960-03-08,643.3475999999998
1960-03-09,646.4332,1960-03-09,646.4332
1960-03-10,640.7028,1960-03-10,640.7028
1960-03-11,629.242,1960-03-11,629.242
1960-03-14,634.0908000000002,1960-03-14,634.0908000000002
1960-03-15,633.65,1960-03-15,633.65
1960-03-16,630.7848,1960-03-16,630.7848
1960-03-17,627.4788,1960-03-17,627.4788
1960-03-18,637.8376,1960-03-18,637.8376
1960-03-21,639.6008,1960-03-21,639.6008
1960-03-22,641.8048,1960-03-22,641.8048
1960-03-23,645.5516,1960-03-23,645.5516
1960-03-24,647.7556,1960-03-24,647.7556
1960-03-25,650.8412000000002,1960-03-25,650.8412000000002
1960-03-28,647.976,1960-03-28,647.976
1960-03-29,637.1764000000002,1960-03-29,637.1764000000002
1960-03-30,637.6172,1960-03-30,637.6172
1960-03-31,642.9068000000002,1960-03-31,642.9068000000002
1960-04-01,641.3639999999998,1960-04-01,641.3639999999998
1960-04-04,639.3804,1960-04-04,639.3804
1960-04-05,643.3475999999998,1960-04-05,643.3475999999998
1960-04-06,646.8739999999998,1960-04-06,646.8739999999998
1960-04-07,654.1472,1960-04-07,654.1472
1960-04-08,654.5880000000001,1960-04-08,654.5880000000001
1960-04-11,658.3348000000002,1960-04-11,658.3348000000002
1960-04-12,660.9796,1960-04-12,660.9796
1960-04-13,664.9468,1960-04-13,664.9468
1960-04-14,659.8776,1960-04-14,659.8776
1960-04-18,659.2163999999998,1960-04-18,659.2163999999998
1960-04-19,658.3348000000002,1960-04-19,658.3348000000002
1960-04-20,662.0816,1960-04-20,662.0816
1960-04-21,670.8976,1960-04-21,670.8976
1960-04-22,683.0196,1960-04-22,683.0196
1960-04-25,687.4276,1960-04-25,687.4276
1960-04-26,671.5588,1960-04-26,671.5588
1960-04-27,671.7792000000002,1960-04-27,671.7792000000002
1960-04-28,658.3348000000002,1960-04-28,658.3348000000002
1960-04-29,648.6372,1960-04-29,648.6372
1960-05-02,645.9924000000002,1960-05-02,645.9924000000002
1960-05-03,658.9960000000001,1960-05-03,658.9960000000001
1960-05-04,651.2819999999998,1960-05-04,651.2819999999998
1960-05-05,647.976,1960-05-05,647.976
1960-05-06,642.466,1960-05-06,642.466
1960-05-09,644.8904000000001,1960-05-09,644.8904000000001
1960-05-10,644.67,1960-05-10,644.67
1960-05-11,644.67,1960-05-11,644.67
1960-05-12,645.7719999999998,1960-05-12,645.7719999999998
1960-05-13,640.9232,1960-05-13,640.9232
1960-05-16,641.1436,1960-05-16,641.1436
1960-05-17,654.3676,1960-05-17,654.3676
1960-05-18,653.0452,1960-05-18,653.0452
1960-05-19,658.3348000000002,1960-05-19,658.3348000000002
1960-05-20,668.914,1960-05-20,668.914
1960-05-23,671.7792000000002,1960-05-23,671.7792000000002
1960-05-24,661.1999999999998,1960-05-24,661.1999999999998
1960-05-25,653.2656,1960-05-25,653.2656
1960-05-26,653.486,1960-05-26,653.486
1960-05-27,653.9268000000002,1960-05-27,653.9268000000002
1960-05-31,663.404,1960-05-31,663.404
1960-06-01,669.3548000000002,1960-06-01,669.3548000000002
1960-06-02,685.0032,1960-06-02,685.0032
1960-06-03,684.5624,1960-06-03,684.5624
1960-06-06,692.2764,1960-06-06,692.2764
1960-06-07,685.444,1960-06-07,685.444
1960-06-08,679.7136,1960-06-08,679.7136
1960-06-09,685.8847999999998,1960-06-09,685.8847999999998
1960-06-10,688.5296000000002,1960-06-10,688.5296000000002
1960-06-13,691.1744,1960-06-13,691.1744
1960-06-14,709.688,1960-06-14,709.688
1960-06-15,702.1944,1960-06-15,702.1944
1960-06-16,697.566,1960-06-16,697.566
1960-06-17,703.5168,1960-06-17,703.5168
1960-06-20,696.4639999999999,1960-06-20,696.4639999999999
1960-06-21,701.9739999999999,1960-06-21,701.9739999999999
1960-06-22,694.7008,1960-06-22,694.7008
1960-06-23,690.954,1960-06-23,690.954
1960-06-24,682.5788,1960-06-24,682.5788
1960-06-27,680.5952000000002,1960-06-27,680.5952000000002
1960-06-28,679.7136,1960-06-28,679.7136
1960-06-29,677.5096,1960-06-29,677.5096
1960-06-30,673.1016,1960-06-30,673.1016
1960-07-01,667.3712,1960-07-01,667.3712
1960-07-05,663.8448000000002,1960-07-05,663.8448000000002
1960-07-06,667.3712,1960-07-06,667.3712
1960-07-07,667.1508,1960-07-07,667.1508
1960-07-08,677.5096,1960-07-08,677.5096
1960-07-11,687.4276,1960-07-11,687.4276
1960-07-12,679.934,1960-07-12,679.934
1960-07-13,683.6808,1960-07-13,683.6808
1960-07-14,680.1544,1960-07-14,680.1544
1960-07-15,673.322,1960-07-15,673.322
1960-07-18,677.9504,1960-07-18,677.9504
1960-07-19,673.9832,1960-07-19,673.9832
1960-07-20,682.3584,1960-07-20,682.3584
1960-07-21,681.0360000000001,1960-07-21,681.0360000000001
1960-07-22,677.5096,1960-07-22,677.5096
1960-07-25,676.1872000000002,1960-07-25,676.1872000000002
1960-07-26,678.832,1960-07-26,678.832
1960-07-27,680.5952000000002,1960-07-27,680.5952000000002
1960-07-28,676.8484,1960-07-28,676.8484
1960-07-29,677.0687999999999,1960-07-29,677.0687999999999
1960-08-01,679.7136,1960-08-01,679.7136
1960-08-02,677.73,1960-08-02,677.73
1960-08-03,678.1708,1960-08-03,678.1708
1960-08-04,674.2036,1960-08-04,674.2036
1960-08-05,673.9832,1960-08-05,673.9832
1960-08-08,668.914,1960-08-08,668.914
1960-08-09,668.914,1960-08-09,668.914
1960-08-10,667.1508,1960-08-10,667.1508
1960-08-11,666.0488,1960-08-11,666.0488
1960-08-12,666.71,1960-08-12,666.71
1960-08-15,662.5224,1960-08-15,662.5224
1960-08-16,666.71,1960-08-16,666.71
1960-08-17,667.812,1960-08-17,667.812
1960-08-18,669.3548000000002,1960-08-18,669.3548000000002
1960-08-19,671.1179999999998,1960-08-19,671.1179999999998
1960-08-22,664.9468,1960-08-22,664.9468
1960-08-23,666.9304,1960-08-23,666.9304
1960-08-24,668.914,1960-08-24,668.914
1960-08-25,669.5752,1960-08-25,669.5752
1960-08-26,664.0652,1960-08-26,664.0652
1960-08-29,659.4368000000002,1960-08-29,659.4368000000002
1960-08-30,653.9268000000002,1960-08-30,653.9268000000002
1960-08-31,645.5516,1960-08-31,645.5516
1960-09-01,645.9924000000002,1960-09-01,645.9924000000002
1960-09-02,645.7719999999998,1960-09-02,645.7719999999998
1960-09-06,644.67,1960-09-06,644.67
1960-09-07,642.9068000000002,1960-09-07,642.9068000000002
1960-09-08,637.8376,1960-09-08,637.8376
1960-09-09,636.9559999999999,1960-09-09,636.9559999999999
1960-09-12,637.3968,1960-09-12,637.3968
1960-09-13,638.058,1960-09-13,638.058
1960-09-14,642.0252,1960-09-14,642.0252
1960-09-15,643.7884,1960-09-15,643.7884
1960-09-16,647.3148,1960-09-16,647.3148
1960-09-19,637.6172,1960-09-19,637.6172
1960-09-20,641.8048,1960-09-20,641.8048
1960-09-21,644.67,1960-09-21,644.67
1960-09-22,640.262,1960-09-22,640.262
1960-09-23,639.3804,1960-09-23,639.3804
1960-09-26,635.1928,1960-09-26,635.1928
1960-09-27,635.4132,1960-09-27,635.4132
1960-09-28,634.752,1960-09-28,634.752
1960-09-29,631.8868,1960-09-29,631.8868
1960-09-30,634.9724000000001,1960-09-30,634.9724000000001
1960-10-03,626.3768,1960-10-03,626.3768
1960-10-04,622.63,1960-10-04,622.63
1960-10-05,622.63,1960-10-05,622.63
1960-10-06,621.0871999999998,1960-10-06,621.0871999999998
1960-10-07,621.3076,1960-10-07,621.3076
1960-10-10,625.7156,1960-10-10,625.7156
1960-10-11,621.9688,1960-10-11,621.9688
1960-10-12,612.7120000000001,1960-10-12,612.7120000000001
1960-10-13,612.7120000000001,1960-10-13,612.7120000000001
1960-10-14,614.6956,1960-10-14,614.6956
1960-10-17,616.2384000000002,1960-10-17,616.2384000000002
1960-10-18,610.7284000000002,1960-10-18,610.7284000000002
1960-10-19,610.0672,1960-10-19,610.0672
1960-10-20,617.5608,1960-10-20,617.5608
1960-10-21,609.6264,1960-10-21,609.6264
1960-10-24,610.508,1960-10-24,610.508
1960-10-25,611.8304,1960-10-25,611.8304
1960-10-26,611.3896,1960-10-26,611.3896
1960-10-27,614.6956,1960-10-27,614.6956
1960-10-28,612.7120000000001,1960-10-28,612.7120000000001
1960-10-31,613.1528,1960-10-31,613.1528
1960-11-01,616.2384000000002,1960-11-01,616.2384000000002
1960-11-02,621.5279999999998,1960-11-02,621.5279999999998
1960-11-03,622.8504,1960-11-03,622.8504
1960-11-04,621.0871999999998,1960-11-04,621.0871999999998
1960-11-07,626.3768,1960-11-07,626.3768
1960-11-09,630.7848,1960-11-09,630.7848
1960-11-10,625.4952,1960-11-10,625.4952
1960-11-11,624.1728,1960-11-11,624.1728
1960-11-14,616.018,1960-11-14,616.018
1960-11-15,622.1892,1960-11-15,622.1892
1960-11-16,616.018,1960-11-16,616.018
1960-11-17,618.0015999999998,1960-11-17,618.0015999999998
1960-11-18,618.0015999999998,1960-11-18,618.0015999999998
1960-11-21,625.9359999999998,1960-11-21,625.9359999999998
1960-11-22,624.8340000000001,1960-11-22,624.8340000000001
1960-11-23,621.0871999999998,1960-11-23,621.0871999999998
1960-11-25,619.9852,1960-11-25,619.9852
1960-11-28,618.6628000000002,1960-11-28,618.6628000000002
1960-11-29,616.018,1960-11-29,616.018
1960-11-30,618.2220000000002,1960-11-30,618.2220000000002
1960-12-01,621.3076,1960-12-01,621.3076
1960-12-02,620.8668,1960-12-02,620.8668
1960-12-05,623.2912,1960-12-05,623.2912
1960-12-06,623.732,1960-12-06,623.732
1960-12-07,618.4424,1960-12-07,618.4424
1960-12-08,620.2056,1960-12-08,620.2056
1960-12-09,620.4259999999998,1960-12-09,620.4259999999998
1960-12-12,620.2056,1960-12-12,620.2056
1960-12-13,615.1364,1960-12-13,615.1364
1960-12-14,612.4916,1960-12-14,612.4916
1960-12-15,606.7612,1960-12-15,606.7612
1960-12-16,608.3040000000002,1960-12-16,608.3040000000002
1960-12-19,607.6428,1960-12-19,607.6428
1960-12-20,610.9488,1960-12-20,610.9488
1960-12-21,612.7120000000001,1960-12-21,612.7120000000001
1960-12-22,615.5772,1960-12-22,615.5772
1960-12-23,615.1364,1960-12-23,615.1364
1960-12-27,613.5935999999998,1960-12-27,613.5935999999998
1960-12-28,609.1855999999998,1960-12-28,609.1855999999998
1960-12-29,609.8468,1960-12-29,609.8468
1960-12-30,611.1691999999998,1960-12-30,611.1691999999998
1961-01-03,609.8468,1961-01-03,609.8468
1961-01-04,604.998,1961-01-04,604.998
1961-01-05,608.3040000000002,1961-01-05,608.3040000000002
1961-01-06,608.9652,1961-01-06,608.9652
1961-01-09,595.3004,1961-01-09,595.3004
1961-01-10,594.1984,1961-01-10,594.1984
1961-01-11,588.9087999999998,1961-01-11,588.9087999999998
1961-01-12,591.5536000000002,1961-01-12,591.5536000000002
1961-01-13,595.5208,1961-01-13,595.5208
1961-01-16,589.57,1961-01-16,589.57
1961-01-17,597.0636,1961-01-17,597.0636
1961-01-18,603.8960000000002,1961-01-18,603.8960000000002
1961-01-19,601.0308,1961-01-19,601.0308
1961-01-20,600.8104000000002,1961-01-20,600.8104000000002
1961-01-23,606.1,1961-01-23,606.1
1961-01-24,603.2348,1961-01-24,603.2348
1961-01-25,597.0636,1961-01-25,597.0636
1961-01-26,597.9452,1961-01-26,597.9452
1961-01-27,600.8104000000002,1961-01-27,600.8104000000002
1961-01-30,607.6428,1961-01-30,607.6428
1961-01-31,603.6755999999998,1961-01-31,603.6755999999998
1961-02-01,607.202,1961-02-01,607.202
1961-02-02,610.0672,1961-02-02,610.0672
1961-02-03,609.4060000000002,1961-02-03,609.4060000000002
1961-02-06,612.7120000000001,1961-02-06,612.7120000000001
1961-02-07,613.8140000000002,1961-02-07,613.8140000000002
1961-02-08,613.1528,1961-02-08,613.1528
1961-02-09,613.3732,1961-02-09,613.3732
1961-02-10,616.2384000000002,1961-02-10,616.2384000000002
1961-02-13,618.8832,1961-02-13,618.8832
1961-02-14,623.2912,1961-02-14,623.2912
1961-02-15,625.0544,1961-02-15,625.0544
1961-02-16,621.7484000000002,1961-02-16,621.7484000000002
1961-02-17,627.0379999999999,1961-02-17,627.0379999999999
1961-02-20,632.1072,1961-02-20,632.1072
1961-02-21,633.4295999999998,1961-02-21,633.4295999999998
1961-02-23,634.5316,1961-02-23,634.5316
1961-02-24,640.4824000000001,1961-02-24,640.4824000000001
1961-02-27,633.4295999999998,1961-02-27,633.4295999999998
1961-02-28,631.6664000000002,1961-02-28,631.6664000000002
1961-03-01,627.4788,1961-03-01,627.4788
1961-03-02,632.1072,1961-03-02,632.1072
1961-03-03,630.3439999999998,1961-03-03,630.3439999999998
1961-03-06,634.3112,1961-03-06,634.3112
1961-03-07,632.3276,1961-03-07,632.3276
1961-03-08,630.5644000000002,1961-03-08,630.5644000000002
1961-03-09,626.3768,1961-03-09,626.3768
1961-03-10,625.9359999999998,1961-03-10,625.9359999999998
1961-03-13,625.2748,1961-03-13,625.2748
1961-03-14,626.8176,1961-03-14,626.8176
1961-03-15,629.242,1961-03-15,629.242
1961-03-16,630.3439999999998,1961-03-16,630.3439999999998
1961-03-17,640.9232,1961-03-17,640.9232
1961-03-20,639.16,1961-03-20,639.16
1961-03-21,635.8539999999998,1961-03-21,635.8539999999998
1961-03-22,634.752,1961-03-22,634.752
1961-03-23,637.6172,1961-03-23,637.6172
1961-03-24,637.3968,1961-03-24,637.3968
1961-03-27,626.3768,1961-03-27,626.3768
1961-03-28,628.14,1961-03-28,628.14
1961-03-29,628.14,1961-03-29,628.14
1961-03-30,629.6828,1961-03-30,629.6828
1961-04-03,628.8012,1961-04-03,628.8012
1961-04-04,633.65,1961-04-04,633.65
1961-04-05,633.65,1961-04-05,633.65
1961-04-06,639.16,1961-04-06,639.16
1961-04-07,645.3312,1961-04-07,645.3312
1961-04-10,648.6372,1961-04-10,648.6372
1961-04-11,650.4004,1961-04-11,650.4004
1961-04-12,657.8939999999999,1961-04-12,657.8939999999999
1961-04-13,656.1308,1961-04-13,656.1308
1961-04-14,651.7228,1961-04-14,651.7228
1961-04-17,654.8083999999999,1961-04-17,654.8083999999999
1961-04-18,658.5552,1961-04-18,658.5552
1961-04-19,648.8575999999998,1961-04-19,648.8575999999998
1961-04-20,653.7063999999998,1961-04-20,653.7063999999998
1961-04-21,654.5880000000001,1961-04-21,654.5880000000001
1961-04-24,658.5552,1961-04-24,658.5552
1961-04-25,658.3348000000002,1961-04-25,658.3348000000002
1961-04-26,663.404,1961-04-26,663.404
1961-04-27,673.7628000000002,1961-04-27,673.7628000000002
1961-04-28,669.5752,1961-04-28,669.5752
1961-05-01,674.424,1961-05-01,674.424
1961-05-02,675.3056,1961-05-02,675.3056
1961-05-03,681.9176,1961-05-03,681.9176
1961-05-04,679.2728,1961-05-04,679.2728
1961-05-05,688.0888,1961-05-05,688.0888
1961-05-08,688.75,1961-05-08,688.75
1961-05-09,687.648,1961-05-09,687.648
1961-05-10,689.4112,1961-05-10,689.4112
1961-05-11,686.546,1961-05-11,686.546
1961-05-12,690.954,1961-05-12,690.954
1961-05-15,699.3292,1961-05-15,699.3292
1961-05-16,704.8391999999999,1961-05-16,704.8391999999999
1961-05-17,702.8556,1961-05-17,702.8556
1961-05-18,703.076,1961-05-18,703.076
1961-05-19,707.4839999999999,1961-05-19,707.4839999999999
1961-05-22,717.8428,1961-05-22,717.8428
1961-05-23,717.4019999999999,1961-05-23,717.4019999999999
1961-05-24,722.0304,1961-05-24,722.0304
1961-05-25,706.8227999999998,1961-05-25,706.8227999999998
1961-05-26,711.2307999999998,1961-05-26,711.2307999999998
1961-05-31,700.4312000000001,1961-05-31,700.4312000000001
1961-06-01,693.3783999999998,1961-06-01,693.3783999999998
1961-06-02,697.3456,1961-06-02,697.3456
1961-06-05,689.1908,1961-06-05,689.1908
1961-06-06,684.7828,1961-06-06,684.7828
1961-06-07,675.3056,1961-06-07,675.3056
1961-06-08,679.934,1961-06-08,679.934
1961-06-09,684.342,1961-06-09,684.342
1961-06-12,672.4404,1961-06-12,672.4404
1961-06-13,671.7792000000002,1961-06-13,671.7792000000002
1961-06-14,670.2364,1961-06-14,670.2364
1961-06-15,665.1672,1961-06-15,665.1672
1961-06-16,657.2328,1961-06-16,657.2328
1961-06-19,654.5880000000001,1961-06-19,654.5880000000001
1961-06-20,664.2856,1961-06-20,664.2856
1961-06-21,671.5588,1961-06-21,671.5588
1961-06-22,671.5588,1961-06-22,671.5588
1961-06-23,672.6608000000001,1961-06-23,672.6608000000001
1961-06-26,671.7792000000002,1961-06-26,671.7792000000002
1961-06-27,673.7628000000002,1961-06-27,673.7628000000002
1961-06-28,683.6808,1961-06-28,683.6808
1961-06-29,678.3912,1961-06-29,678.3912
1961-06-30,675.5260000000001,1961-06-30,675.5260000000001
1961-07-03,662.7428000000001,1961-07-03,662.7428000000001
1961-07-05,666.2692000000002,1961-07-05,666.2692000000002
1961-07-06,659.8776,1961-07-06,659.8776
1961-07-07,666.2692000000002,1961-07-07,666.2692000000002
1961-07-10,666.71,1961-07-10,666.71
1961-07-11,668.6936000000002,1961-07-11,668.6936000000002
1961-07-12,665.8284,1961-07-12,665.8284
1961-07-13,666.2692000000002,1961-07-13,666.2692000000002
1961-07-14,666.71,1961-07-14,666.71
1961-07-17,670.8976,1961-07-17,670.8976
1961-07-18,666.71,1961-07-18,666.71
1961-07-19,665.1672,1961-07-19,665.1672
1961-07-20,672.22,1961-07-20,672.22
1961-07-21,675.5260000000001,1961-07-21,675.5260000000001
1961-07-24,676.628,1961-07-24,676.628
1961-07-25,671.9996,1961-07-25,671.9996
1961-07-26,673.322,1961-07-26,673.322
1961-07-27,673.7628000000002,1961-07-27,673.7628000000002
1961-07-28,675.3056,1961-07-28,675.3056
1961-07-31,678.1708,1961-07-31,678.1708
1961-08-01,669.3548000000002,1961-08-01,669.3548000000002
1961-08-02,669.3548000000002,1961-08-02,669.3548000000002
1961-08-03,667.1508,1961-08-03,667.1508
1961-08-04,670.0160000000001,1961-08-04,670.0160000000001
1961-08-07,675.0852,1961-08-07,675.0852
1961-08-08,673.5423999999998,1961-08-08,673.5423999999998
1961-08-09,673.5423999999998,1961-08-09,673.5423999999998
1961-08-10,671.5588,1961-08-10,671.5588
1961-08-11,674.8648000000002,1961-08-11,674.8648000000002
1961-08-14,674.424,1961-08-14,674.424
1961-08-15,673.322,1961-08-15,673.322
1961-08-16,677.73,1961-08-16,677.73
1961-08-17,679.2728,1961-08-17,679.2728
1961-08-18,678.3912,1961-08-18,678.3912
1961-08-21,683.6808,1961-08-21,683.6808
1961-08-22,682.7992,1961-08-22,682.7992
1961-08-23,680.3747999999998,1961-08-23,680.3747999999998
1961-08-24,676.8484,1961-08-24,676.8484
1961-08-25,681.4767999999998,1961-08-25,681.4767999999998
1961-08-28,686.3256,1961-08-28,686.3256
1961-08-29,688.3092,1961-08-29,688.3092
1961-08-30,688.3092,1961-08-30,688.3092
1961-08-31,691.1744,1961-08-31,691.1744
1961-09-01,692.9376,1961-09-01,692.9376
