Date,Value of Copper in Dollars per Tonne,ds,y
1963-08-15,654.5880000000001,1963-08-15,654.5880000000001
1963-08-16,654.5880000000001,1963-08-16,654.5880000000001
1963-08-19,653.486,1963-08-19,653.486
1963-08-20,654.1472,1963-08-20,654.1472
1963-08-21,654.5880000000001,1963-08-21,654.5880000000001
1963-08-22,653.7063999999998,1963-08-22,653.7063999999998
1963-08-23,653.2656,1963-08-23,653.2656
1963-08-26,652.8248000000002,1963-08-26,652.8248000000002
1963-08-27,653.2656,1963-08-27,653.2656
1963-08-28,653.2656,1963-08-28,653.2656
1963-08-29,653.9268000000002,1963-08-29,653.9268000000002
1963-08-30,655.0288,1963-08-30,655.0288
1963-09-03,655.4696,1963-09-03,655.4696
1963-09-04,656.7919999999998,1963-09-04,656.7919999999998
1963-09-05,657.8939999999999,1963-09-05,657.8939999999999
1963-09-06,658.7756,1963-09-06,658.7756
1963-09-09,660.0980000000001,1963-09-09,660.0980000000001
1963-09-10,661.1999999999998,1963-09-10,661.1999999999998
1963-09-11,663.1836,1963-09-11,663.1836
1963-09-12,664.2856,1963-09-12,664.2856
1963-09-13,662.302,1963-09-13,662.302
1963-09-16,661.1999999999998,1963-09-16,661.1999999999998
1963-09-17,662.7428000000001,1963-09-17,662.7428000000001
1963-09-18,663.8448000000002,1963-09-18,663.8448000000002
1963-09-19,664.7263999999999,1963-09-19,664.7263999999999
1963-09-20,664.5060000000001,1963-09-20,664.5060000000001
1963-09-23,663.1836,1963-09-23,663.1836
1963-09-24,664.5060000000001,1963-09-24,664.5060000000001
1963-09-25,665.8284,1963-09-25,665.8284
1963-09-26,664.5060000000001,1963-09-26,664.5060000000001
1963-09-27,662.302,1963-09-27,662.302
1963-09-30,662.5224,1963-09-30,662.5224
1963-10-01,662.302,1963-10-01,662.302
1963-10-02,660.7592000000002,1963-10-02,660.7592000000002
1963-10-03,660.3184,1963-10-03,660.3184
1963-10-04,660.7592000000002,1963-10-04,660.7592000000002
1963-10-07,660.7592000000002,1963-10-07,660.7592000000002
1963-10-08,661.1999999999998,1963-10-08,661.1999999999998
1963-10-09,661.1999999999998,1963-10-09,661.1999999999998
1963-10-10,662.302,1963-10-10,662.302
1963-10-11,662.302,1963-10-11,662.302
1963-10-14,661.6408,1963-10-14,661.6408
1963-10-15,660.5388,1963-10-15,660.5388
1963-10-16,661.1999999999998,1963-10-16,661.1999999999998
1963-10-17,661.1999999999998,1963-10-17,661.1999999999998
1963-10-18,661.4204,1963-10-18,661.4204
1963-10-21,661.1999999999998,1963-10-21,661.1999999999998
1963-10-22,661.1999999999998,1963-10-22,661.1999999999998
1963-10-23,662.302,1963-10-23,662.302
1963-10-24,662.7428000000001,1963-10-24,662.7428000000001
1963-10-25,663.404,1963-10-25,663.404
1963-10-28,663.404,1963-10-28,663.404
1963-10-29,666.2692000000002,1963-10-29,666.2692000000002
1963-10-30,666.0488,1963-10-30,666.0488
1963-10-31,665.1672,1963-10-31,665.1672
1963-11-01,664.5060000000001,1963-11-01,664.5060000000001
1963-11-04,664.5060000000001,1963-11-04,664.5060000000001
1963-11-06,664.0652,1963-11-06,664.0652
1963-11-07,663.8448000000002,1963-11-07,663.8448000000002
1963-11-08,664.5060000000001,1963-11-08,664.5060000000001
1963-11-11,663.8448000000002,1963-11-11,663.8448000000002
1963-11-12,664.2856,1963-11-12,664.2856
1963-11-13,663.6243999999998,1963-11-13,663.6243999999998
1963-11-14,663.1836,1963-11-14,663.1836
1963-11-15,663.404,1963-11-15,663.404
1963-11-18,661.1999999999998,1963-11-18,661.1999999999998
1963-11-19,662.5224,1963-11-19,662.5224
1963-11-20,661.1999999999998,1963-11-20,661.1999999999998
1963-11-21,661.1999999999998,1963-11-21,661.1999999999998
1963-11-22,661.4204,1963-11-22,661.4204
1963-11-26,658.1143999999998,1963-11-26,658.1143999999998
1963-11-27,660.0980000000001,1963-11-27,660.0980000000001
1963-11-29,661.1999999999998,1963-11-29,661.1999999999998
1963-12-02,660.0980000000001,1963-12-02,660.0980000000001
1963-12-03,660.0980000000001,1963-12-03,660.0980000000001
1963-12-04,660.7592000000002,1963-12-04,660.7592000000002
1963-12-05,662.5224,1963-12-05,662.5224
1963-12-06,664.2856,1963-12-06,664.2856
1963-12-09,662.302,1963-12-09,662.302
1963-12-10,662.7428000000001,1963-12-10,662.7428000000001
1963-12-11,663.404,1963-12-11,663.404
1963-12-12,664.5060000000001,1963-12-12,664.5060000000001
1963-12-13,665.6080000000001,1963-12-13,665.6080000000001
1963-12-16,664.5060000000001,1963-12-16,664.5060000000001
1963-12-17,664.5060000000001,1963-12-17,664.5060000000001
1963-12-18,665.6080000000001,1963-12-18,665.6080000000001
1963-12-19,667.812,1963-12-19,667.812
1963-12-20,664.0652,1963-12-20,664.0652
1963-12-23,662.302,1963-12-23,662.302
1963-12-24,662.302,1963-12-24,662.302
1963-12-26,668.4732,1963-12-26,668.4732
1963-12-27,667.812,1963-12-27,667.812
1963-12-30,669.3548000000002,1963-12-30,669.3548000000002
1963-12-31,671.3384,1963-12-31,671.3384
1964-01-02,673.322,1964-01-02,673.322
1964-01-03,671.1179999999998,1964-01-03,671.1179999999998
1964-01-06,672.6608000000001,1964-01-06,672.6608000000001
1964-01-07,677.73,1964-01-07,677.73
1964-01-08,680.3747999999998,1964-01-08,680.3747999999998
1964-01-09,683.24,1964-01-09,683.24
1964-01-10,680.1544,1964-01-10,680.1544
1964-01-13,681.6972000000002,1964-01-13,681.6972000000002
1964-01-14,685.8847999999998,1964-01-14,685.8847999999998
1964-01-15,695.362,1964-01-15,695.362
1964-01-16,696.0232000000002,1964-01-16,696.0232000000002
1964-01-17,689.852,1964-01-17,689.852
1964-01-20,683.24,1964-01-20,683.24
1964-01-21,685.444,1964-01-21,685.444
1964-01-22,689.852,1964-01-22,689.852
1964-01-23,692.056,1964-01-23,692.056
1964-01-24,692.056,1964-01-24,692.056
1964-01-27,685.444,1964-01-27,685.444
1964-01-28,688.75,1964-01-28,688.75
1964-01-29,691.3947999999998,1964-01-29,691.3947999999998
1964-01-30,690.0724,1964-01-30,690.0724
1964-01-31,687.648,1964-01-31,687.648
1964-02-03,690.954,1964-02-03,690.954
1964-02-04,692.7172,1964-02-04,692.7172
1964-02-05,695.362,1964-02-05,695.362
1964-02-06,699.77,1964-02-06,699.77
1964-02-07,700.2108,1964-02-07,700.2108
1964-02-10,701.9739999999999,1964-02-10,701.9739999999999
1964-02-11,699.77,1964-02-11,699.77
1964-02-12,700.872,1964-02-12,700.872
1964-02-13,710.79,1964-02-13,710.79
1964-02-14,717.6224,1964-02-14,717.6224
1964-02-17,718.9448,1964-02-17,718.9448
1964-02-18,727.32,1964-02-18,727.32
1964-02-19,732.6095999999999,1964-02-19,732.6095999999999
1964-02-20,731.7280000000002,1964-02-20,731.7280000000002
1964-02-24,760.38,1964-02-24,760.38
1964-02-25,759.7188,1964-02-25,759.7188
1964-02-26,744.7316,1964-02-26,744.7316
1964-02-27,743.4091999999998,1964-02-27,743.4091999999998
1964-02-28,759.0576,1964-02-28,759.0576
1964-03-02,765.89,1964-03-02,765.89
1964-03-03,762.584,1964-03-03,762.584
1964-03-04,756.4128000000002,1964-03-04,756.4128000000002
1964-03-05,757.0740000000002,1964-03-05,757.0740000000002
1964-03-06,765.4492,1964-03-06,765.4492
1964-03-09,770.298,1964-03-09,770.298
1964-03-10,772.502,1964-03-10,772.502
1964-03-11,763.6859999999998,1964-03-11,763.6859999999998
1964-03-12,770.298,1964-03-12,770.298
1964-03-13,774.7059999999999,1964-03-13,774.7059999999999
1964-03-16,769.1959999999998,1964-03-16,769.1959999999998
1964-03-17,779.1139999999998,1964-03-17,779.1139999999998
1964-03-18,772.7224000000001,1964-03-18,772.7224000000001
1964-03-19,785.2852,1964-03-19,785.2852
1964-03-20,782.42,1964-03-20,782.42
1964-03-23,779.1139999999998,1964-03-23,779.1139999999998
1964-03-24,779.1139999999998,1964-03-24,779.1139999999998
1964-03-25,794.5419999999998,1964-03-25,794.5419999999998
1964-03-26,802.2560000000001,1964-03-26,802.2560000000001
1964-03-30,820.99,1964-03-30,820.99
1964-03-31,815.9208,1964-03-31,815.9208
1964-04-01,827.602,1964-04-01,827.602
1964-04-02,813.2760000000001,1964-04-02,813.2760000000001
1964-04-03,824.296,1964-04-03,824.296
1964-04-06,855.1519999999999,1964-04-06,855.1519999999999
1964-04-07,855.1519999999999,1964-04-07,855.1519999999999
1964-04-08,863.9680000000002,1964-04-08,863.9680000000002
1964-04-09,872.784,1964-04-09,872.784
1964-04-10,873.8860000000002,1964-04-10,873.8860000000002
1964-04-13,871.682,1964-04-13,871.682
1964-04-14,854.0500000000002,1964-04-14,854.0500000000002
1964-04-15,849.6419999999999,1964-04-15,849.6419999999999
1964-04-16,847.438,1964-04-16,847.438
1964-04-17,857.3560000000001,1964-04-17,857.3560000000001
1964-04-20,846.336,1964-04-20,846.336
1964-04-21,838.622,1964-04-21,838.622
1964-04-22,850.7439999999999,1964-04-22,850.7439999999999
1964-04-23,846.336,1964-04-23,846.336
1964-04-24,845.2339999999999,1964-04-24,845.2339999999999
1964-04-27,858.0172,1964-04-27,858.0172
1964-04-28,852.5071999999999,1964-04-28,852.5071999999999
1964-04-29,879.3960000000002,1964-04-29,879.3960000000002
1964-04-30,867.9352,1964-04-30,867.9352
1964-05-01,862.8660000000001,1964-05-01,862.8660000000001
1964-05-04,871.682,1964-05-04,871.682
1964-05-05,861.1028,1964-05-05,861.1028
1964-05-06,841.7076000000002,1964-05-06,841.7076000000002
1964-05-07,845.4544,1964-05-07,845.4544
1964-05-08,835.316,1964-05-08,835.316
1964-05-11,804.46,1964-05-11,804.46
1964-05-12,808.8679999999998,1964-05-12,808.8679999999998
1964-05-13,815.2596,1964-05-13,815.2596
1964-05-14,812.6148000000002,1964-05-14,812.6148000000002
1964-05-15,818.7860000000001,1964-05-15,818.7860000000001
1964-05-18,825.398,1964-05-18,825.398
1964-05-19,820.5492,1964-05-19,820.5492
1964-05-20,809.97,1964-05-20,809.97
1964-05-21,819.6676,1964-05-21,819.6676
1964-05-22,816.582,1964-05-22,816.582
1964-05-25,802.4763999999999,1964-05-25,802.4763999999999
1964-05-26,787.93,1964-05-26,787.93
1964-05-27,792.3380000000001,1964-05-27,792.3380000000001
1964-05-28,797.4072,1964-05-28,797.4072
1964-06-01,782.42,1964-06-01,782.42
1964-06-02,785.2852,1964-06-02,785.2852
1964-06-03,793.8808,1964-06-03,793.8808
1964-06-04,819.4472000000002,1964-06-04,819.4472000000002
1964-06-05,823.194,1964-06-05,823.194
1964-06-08,824.296,1964-06-08,824.296
1964-06-09,817.684,1964-06-09,817.684
1964-06-10,824.296,1964-06-10,824.296
1964-06-11,837.0792,1964-06-11,837.0792
1964-06-12,850.3032,1964-06-12,850.3032
1964-06-15,828.2632000000001,1964-06-15,828.2632000000001
1964-06-16,828.704,1964-06-16,828.704
1964-06-17,823.8552000000002,1964-06-17,823.8552000000002
1964-06-18,815.9208,1964-06-18,815.9208
1964-06-19,817.684,1964-06-19,817.684
1964-06-22,822.5328,1964-06-22,822.5328
1964-06-23,819.2267999999998,1964-06-23,819.2267999999998
1964-06-24,825.398,1964-06-24,825.398
1964-06-25,807.9864,1964-06-25,807.9864
1964-06-26,800.052,1964-06-26,800.052
1964-06-29,790.1339999999999,1964-06-29,790.1339999999999
1964-06-30,779.5548,1964-06-30,779.5548
1964-07-01,785.0648,1964-07-01,785.0648
1964-07-02,789.0319999999998,1964-07-02,789.0319999999998
1964-07-06,806.2232,1964-07-06,806.2232
1964-07-07,802.9172,1964-07-07,802.9172
1964-07-08,813.2760000000001,1964-07-08,813.2760000000001
1964-07-09,817.4636,1964-07-09,817.4636
1964-07-10,823.6347999999998,1964-07-10,823.6347999999998
1964-07-13,820.99,1964-07-13,820.99
1964-07-14,807.1048000000002,1964-07-14,807.1048000000002
1964-07-15,811.7332,1964-07-15,811.7332
1964-07-16,804.46,1964-07-16,804.46
1964-07-17,813.9372000000002,1964-07-17,813.9372000000002
1964-07-20,830.908,1964-07-20,830.908
1964-07-21,832.4508,1964-07-21,832.4508
1964-07-22,840.1648,1964-07-22,840.1648
1964-07-23,821.2103999999998,1964-07-23,821.2103999999998
1964-07-24,821.6512,1964-07-24,821.6512
1964-07-27,825.398,1964-07-27,825.398
1964-07-28,832.01,1964-07-28,832.01
1964-07-29,833.5527999999998,1964-07-29,833.5527999999998
1964-07-30,848.3196,1964-07-30,848.3196
1964-07-31,855.1519999999999,1964-07-31,855.1519999999999
1964-08-03,856.0336000000002,1964-08-03,856.0336000000002
1964-08-04,868.5964,1964-08-04,868.5964
1964-08-05,889.3140000000002,1964-08-05,889.3140000000002
1964-08-06,884.2448,1964-08-06,884.2448
1964-08-07,897.4688,1964-08-07,897.4688
1964-08-10,907.6072,1964-08-10,907.6072
1964-08-11,918.4068,1964-08-11,918.4068
1964-08-12,936.7,1964-08-12,936.7
1964-08-13,892.62,1964-08-13,892.62
1964-08-14,888.2120000000001,1964-08-14,888.2120000000001
1964-08-17,884.9060000000002,1964-08-17,884.9060000000002
1964-08-18,872.784,1964-08-18,872.784
1964-08-19,874.988,1964-08-19,874.988
1964-08-20,891.7384000000002,1964-08-20,891.7384000000002
1964-08-21,895.9259999999998,1964-08-21,895.9259999999998
1964-08-24,884.0244,1964-08-24,884.0244
1964-08-25,890.416,1964-08-25,890.416
1964-08-26,883.1428,1964-08-26,883.1428
1964-08-27,862.8660000000001,1964-08-27,862.8660000000001
1964-08-28,850.9644,1964-08-28,850.9644
1964-08-31,830.908,1964-08-31,830.908
1964-09-01,826.7203999999998,1964-09-01,826.7203999999998
1964-09-02,844.7932,1964-09-02,844.7932
1964-09-03,867.0536000000002,1964-09-03,867.0536000000002
1964-09-04,852.948,1964-09-04,852.948
1964-09-08,831.3488,1964-09-08,831.3488
1964-09-09,873.8860000000002,1964-09-09,873.8860000000002
1964-09-10,870.1392,1964-09-10,870.1392
1964-09-11,877.192,1964-09-11,877.192
1964-09-14,877.8532,1964-09-14,877.8532
1964-09-15,892.62,1964-09-15,892.62
1964-09-16,912.456,1964-09-16,912.456
1964-09-17,932.292,1964-09-17,932.292
1964-09-18,936.7,1964-09-18,936.7
1964-09-21,904.742,1964-09-21,904.742
1964-09-22,907.1664,1964-09-22,907.1664
1964-09-23,940.6672,1964-09-23,940.6672
1964-09-24,950.3648,1964-09-24,950.3648
1964-09-25,966.454,1964-09-25,966.454
1964-09-28,982.9839999999999,1964-09-28,982.9839999999999
1964-09-29,954.332,1964-09-29,954.332
1964-09-30,979.678,1964-09-30,979.678
1964-10-01,962.7072,1964-10-01,962.7072
1964-10-02,1006.7872,1964-10-02,1006.7872
1964-10-05,1002.82,1964-10-05,1002.82
1964-10-06,1020.0112,1964-10-06,1020.0112
1964-10-07,1036.982,1964-10-07,1036.982
1964-10-08,1025.962,1964-10-08,1025.962
1964-10-09,1056.818,1964-10-09,1056.818
1964-10-12,1100.8980000000001,1964-10-12,1100.8980000000001
1964-10-13,1102.0,1964-10-13,1102.0
1964-10-14,1137.264,1964-10-14,1137.264
1964-10-15,1139.468,1964-10-15,1139.468
1964-10-16,1162.61,1964-10-16,1162.61
1964-10-19,1196.7720000000004,1964-10-19,1196.7720000000004
1964-10-20,1207.792,1964-10-20,1207.792
1964-10-21,1201.18,1964-10-21,1201.18
1964-10-22,1157.1,1964-10-22,1157.1
1964-10-23,1161.508,1964-10-23,1161.508
1964-10-26,1183.548,1964-10-26,1183.548
1964-10-27,1139.468,1964-10-27,1139.468
1964-10-28,1095.388,1964-10-28,1095.388
1964-10-29,1139.468,1964-10-29,1139.468
1964-10-30,1183.548,1964-10-30,1183.548
1964-11-02,1162.61,1964-11-02,1162.61
1964-11-04,1204.486,1964-11-04,1204.486
1964-11-05,1248.566,1964-11-05,1248.566
1964-11-06,1213.302,1964-11-06,1213.302
1964-11-09,1257.382,1964-11-09,1257.382
1964-11-10,1267.3,1964-11-10,1267.3
1964-11-12,1223.22,1964-11-12,1223.22
1964-11-13,1190.16,1964-11-13,1190.16
1964-11-16,1218.812,1964-11-16,1218.812
1964-11-17,1216.6080000000004,1964-11-17,1216.6080000000004
1964-11-18,1241.2928000000004,1964-11-18,1241.2928000000004
1964-11-19,1285.3728,1964-11-19,1285.3728
1964-11-20,1299.258,1964-11-20,1299.258
1964-11-23,1294.85,1964-11-23,1294.85
1964-11-24,1290.0012000000004,1964-11-24,1290.0012000000004
1964-11-25,1263.7736,1964-11-25,1263.7736
1964-11-27,1219.914,1964-11-27,1219.914
1964-11-30,1196.1108,1964-11-30,1196.1108
1964-12-01,1159.9652,1964-12-01,1159.9652
1964-12-02,1176.936,1964-12-02,1176.936
1964-12-03,1185.7520000000004,1964-12-03,1185.7520000000004
1964-12-04,1183.548,1964-12-04,1183.548
1964-12-07,1200.078,1964-12-07,1200.078
1964-12-08,1221.016,1964-12-08,1221.016
1964-12-09,1230.934,1964-12-09,1230.934
1964-12-10,1198.976,1964-12-10,1198.976
1964-12-11,1213.302,1964-12-11,1213.302
1964-12-14,1167.018,1964-12-14,1167.018
1964-12-15,1155.9979999999996,1964-12-15,1155.9979999999996
1964-12-16,1097.5919999999999,1964-12-16,1097.5919999999999
1964-12-17,1053.512,1964-12-17,1053.512
1964-12-18,1029.268,1964-12-18,1029.268
1964-12-21,985.188,1964-12-21,985.188
1964-12-22,941.1080000000001,1964-12-22,941.1080000000001
1964-12-23,915.762,1964-12-23,915.762
1964-12-28,877.4124,1964-12-28,877.4124
1964-12-29,902.3176,1964-12-29,902.3176
1964-12-30,841.4871999999998,1964-12-30,841.4871999999998
1964-12-31,818.7860000000001,1964-12-31,818.7860000000001
1965-01-04,833.112,1965-01-04,833.112
1965-01-05,838.8424,1965-01-05,838.8424
1965-01-06,861.7639999999999,1965-01-06,861.7639999999999
1965-01-07,838.622,1965-01-07,838.622
1965-01-08,847.438,1965-01-08,847.438
1965-01-11,854.0500000000002,1965-01-11,854.0500000000002
1965-01-12,843.03,1965-01-12,843.03
1965-01-13,829.806,1965-01-13,829.806
1965-01-14,813.2760000000001,1965-01-14,813.2760000000001
1965-01-15,822.092,1965-01-15,822.092
1965-01-18,815.48,1965-01-18,815.48
1965-01-19,805.562,1965-01-19,805.562
1965-01-20,816.582,1965-01-20,816.582
1965-01-21,823.194,1965-01-21,823.194
1965-01-22,819.888,1965-01-22,819.888
1965-01-25,831.5692,1965-01-25,831.5692
1965-01-26,817.684,1965-01-26,817.684
1965-01-27,827.602,1965-01-27,827.602
1965-01-28,841.928,1965-01-28,841.928
1965-01-29,840.826,1965-01-29,840.826
1965-02-01,848.54,1965-02-01,848.54
1965-02-02,853.8296,1965-02-02,853.8296
1965-02-03,873.8860000000002,1965-02-03,873.8860000000002
1965-02-04,878.2940000000001,1965-02-04,878.2940000000001
1965-02-05,864.4087999999998,1965-02-05,864.4087999999998
1965-02-08,888.6528,1965-02-08,888.6528
1965-02-09,904.742,1965-02-09,904.742
1965-02-10,933.3939999999999,1965-02-10,933.3939999999999
1965-02-11,949.924,1965-02-11,949.924
1965-02-15,960.944,1965-02-15,960.944
1965-02-16,970.862,1965-02-16,970.862
1965-02-17,948.822,1965-02-17,948.822
1965-02-18,977.4739999999999,1965-02-18,977.4739999999999
1965-02-19,992.9019999999999,1965-02-19,992.9019999999999
1965-02-23,948.1608,1965-02-23,948.1608
1965-02-24,938.904,1965-02-24,938.904
1965-02-25,932.5124,1965-02-25,932.5124
1965-02-26,884.6855999999998,1965-02-26,884.6855999999998
1965-03-01,840.826,1965-03-01,840.826
1965-03-02,853.3888,1965-03-02,853.3888
1965-03-03,847.438,1965-03-03,847.438
1965-03-04,869.4780000000002,1965-03-04,869.4780000000002
1965-03-05,894.3832,1965-03-05,894.3832
1965-03-08,921.272,1965-03-08,921.272
1965-03-09,945.5160000000001,1965-03-09,945.5160000000001
1965-03-10,962.046,1965-03-10,962.046
1965-03-11,946.618,1965-03-11,946.618
1965-03-12,953.23,1965-03-12,953.23
1965-03-15,936.0388,1965-03-15,936.0388
1965-03-16,945.5160000000001,1965-03-16,945.5160000000001
1965-03-17,986.9512,1965-03-17,986.9512
1965-03-18,996.208,1965-03-18,996.208
1965-03-19,1011.636,1965-03-19,1011.636
1965-03-22,1021.554,1965-03-22,1021.554
1965-03-23,1004.5832,1965-03-23,1004.5832
1965-03-24,978.576,1965-03-24,978.576
1965-03-25,1006.126,1965-03-25,1006.126
1965-03-26,1036.982,1965-03-26,1036.982
1965-03-29,1022.656,1965-03-29,1022.656
1965-03-30,1043.594,1965-03-30,1043.594
1965-03-31,1046.9,1965-03-31,1046.9
1965-04-01,1031.472,1965-04-01,1031.472
1965-04-02,1066.736,1965-04-02,1066.736
1965-04-05,1098.694,1965-04-05,1098.694
1965-04-06,1097.5919999999999,1965-04-06,1097.5919999999999
1965-04-07,1126.244,1965-04-07,1126.244
1965-04-08,1116.3259999999998,1965-04-08,1116.3259999999998
1965-04-09,1146.08,1965-04-09,1146.08
1965-04-12,1149.386,1965-04-12,1149.386
1965-04-13,1162.61,1965-04-13,1162.61
1965-04-14,1180.242,1965-04-14,1180.242
1965-04-15,1201.18,1965-04-15,1201.18
1965-04-19,1243.0559999999996,1965-04-19,1243.0559999999996
1965-04-20,1287.136,1965-04-20,1287.136
1965-04-21,1243.0559999999996,1965-04-21,1243.0559999999996
1965-04-22,1278.32,1965-04-22,1278.32
1965-04-23,1270.606,1965-04-23,1270.606
1965-04-26,1226.526,1965-04-26,1226.526
1965-04-27,1162.3896,1965-04-27,1162.3896
1965-04-28,1114.7832,1965-04-28,1114.7832
1965-04-29,1051.7488,1965-04-29,1051.7488
1965-04-30,1090.5392,1965-04-30,1090.5392
1965-05-03,1078.858,1965-05-03,1078.858
1965-05-04,1111.9180000000001,1965-05-04,1111.9180000000001
1965-05-05,1108.612,1965-05-05,1108.612
1965-05-06,1060.124,1965-05-06,1060.124
1965-05-07,1074.45,1965-05-07,1074.45
1965-05-10,1054.614,1965-05-10,1054.614
1965-05-11,1096.49,1965-05-11,1096.49
1965-05-12,1068.94,1965-05-12,1068.94
1965-05-13,1075.552,1965-05-13,1075.552
1965-05-14,1072.246,1965-05-14,1072.246
1965-05-17,1095.388,1965-05-17,1095.388
1965-05-18,1108.612,1965-05-18,1108.612
1965-05-19,1107.51,1965-05-19,1107.51
1965-05-20,1093.184,1965-05-20,1093.184
1965-05-21,1063.43,1965-05-21,1063.43
1965-05-24,1057.92,1965-05-24,1057.92
1965-05-25,1060.124,1965-05-25,1060.124
1965-05-26,1016.044,1965-05-26,1016.044
1965-05-27,1007.228,1965-05-27,1007.228
1965-05-28,1021.1132,1965-05-28,1021.1132
1965-06-01,1063.43,1965-06-01,1063.43
1965-06-02,1050.2060000000001,1965-06-02,1050.2060000000001
1965-06-03,1059.022,1965-06-03,1059.022
1965-06-04,1092.082,1965-06-04,1092.082
1965-06-07,1085.47,1965-06-07,1085.47
1965-06-08,1066.736,1965-06-08,1066.736
1965-06-09,1084.368,1965-06-09,1084.368
1965-06-10,1113.02,1965-06-10,1113.02
1965-06-11,1100.8980000000001,1965-06-11,1100.8980000000001
1965-06-14,1076.654,1965-06-14,1076.654
1965-06-15,1065.634,1965-06-15,1065.634
1965-06-16,1066.736,1965-06-16,1066.736
1965-06-17,1065.634,1965-06-17,1065.634
1965-06-18,1083.266,1965-06-18,1083.266
1965-06-21,1062.328,1965-06-21,1062.328
1965-06-22,1070.042,1965-06-22,1070.042
1965-06-23,1068.94,1965-06-23,1068.94
1965-06-24,1024.86,1965-06-24,1024.86
1965-06-25,1016.4848,1965-06-25,1016.4848
1965-06-28,986.29,1965-06-28,986.29
1965-06-29,991.3592,1965-06-29,991.3592
1965-06-30,966.2336,1965-06-30,966.2336
1965-07-01,943.312,1965-07-01,943.312
1965-07-02,940.0060000000001,1965-07-02,940.0060000000001
1965-07-06,921.272,1965-07-06,921.272
1965-07-07,934.4960000000001,1965-07-07,934.4960000000001
1965-07-08,952.128,1965-07-08,952.128
1965-07-09,949.924,1965-07-09,949.924
1965-07-12,937.802,1965-07-12,937.802
1965-07-13,942.21,1965-07-13,942.21
1965-07-14,956.5360000000001,1965-07-14,956.5360000000001
1965-07-15,976.372,1965-07-15,976.372
1965-07-16,977.4739999999999,1965-07-16,977.4739999999999
1965-07-19,974.168,1965-07-19,974.168
1965-07-20,1018.248,1965-07-20,1018.248
1965-07-21,992.9019999999999,1965-07-21,992.9019999999999
1965-07-22,1036.982,1965-07-22,1036.982
1965-07-23,1035.88,1965-07-23,1035.88
1965-07-26,1079.96,1965-07-26,1079.96
1965-07-27,1109.714,1965-07-27,1109.714
1965-07-28,1064.532,1965-07-28,1064.532
1965-07-29,1068.94,1965-07-29,1068.94
1965-07-30,1089.878,1965-07-30,1089.878
1965-08-02,1106.4080000000001,1965-08-02,1106.4080000000001
1965-08-03,1095.388,1965-08-03,1095.388
1965-08-04,1135.06,1965-08-04,1135.06
1965-08-05,1115.224,1965-08-05,1115.224
1965-08-06,1127.346,1965-08-06,1127.346
1965-08-09,1120.734,1965-08-09,1120.734
1965-08-10,1129.55,1965-08-10,1129.55
1965-08-11,1152.692,1965-08-11,1152.692
1965-08-12,1157.1,1965-08-12,1157.1
1965-08-13,1142.774,1965-08-13,1142.774
1965-08-16,1161.508,1965-08-16,1161.508
1965-08-17,1150.488,1965-08-17,1150.488
1965-08-18,1148.2839999999999,1965-08-18,1148.2839999999999
1965-08-19,1155.9979999999996,1965-08-19,1155.9979999999996
1965-08-20,1150.488,1965-08-20,1150.488
1965-08-23,1159.3039999999999,1965-08-23,1159.3039999999999
1965-08-24,1184.65,1965-08-24,1184.65
1965-08-25,1178.038,1965-08-25,1178.038
1965-08-26,1139.9088,1965-08-26,1139.9088
1965-08-27,1107.7304,1965-08-27,1107.7304
1965-08-30,1073.5684,1965-08-30,1073.5684
1965-08-31,1085.0292,1965-08-31,1085.0292
1965-09-01,1070.042,1965-09-01,1070.042
1965-09-02,1073.348,1965-09-02,1073.348
1965-09-03,1083.266,1965-09-03,1083.266
1965-09-07,1109.714,1965-09-07,1109.714
1965-09-08,1110.816,1965-09-08,1110.816
1965-09-09,1113.02,1965-09-09,1113.02
1965-09-10,1117.428,1965-09-10,1117.428
1965-09-13,1135.06,1965-09-13,1135.06
1965-09-14,1116.3259999999998,1965-09-14,1116.3259999999998
1965-09-15,1137.0436,1965-09-15,1137.0436
1965-09-16,1132.856,1965-09-16,1132.856
1965-09-17,1149.386,1965-09-17,1149.386
1965-09-20,1153.794,1965-09-20,1153.794
1965-09-21,1149.386,1965-09-21,1149.386
1965-09-22,1163.2712,1965-09-22,1163.2712
1965-09-23,1172.528,1965-09-23,1172.528
1965-09-24,1183.548,1965-09-24,1183.548
1965-09-27,1223.22,1965-09-27,1223.22
1965-09-28,1208.894,1965-09-28,1208.894
1965-09-29,1207.792,1965-09-29,1207.792
1965-09-30,1219.914,1965-09-30,1219.914
1965-10-01,1226.526,1965-10-01,1226.526
1965-10-04,1237.546,1965-10-04,1237.546
1965-10-05,1195.67,1965-10-05,1195.67
1965-10-06,1197.874,1965-10-06,1197.874
1965-10-07,1219.6936,1965-10-07,1219.6936
1965-10-08,1234.24,1965-10-08,1234.24
1965-10-11,1224.322,1965-10-11,1224.322
1965-10-13,1224.322,1965-10-13,1224.322
1965-10-14,1207.792,1965-10-14,1207.792
1965-10-15,1224.322,1965-10-15,1224.322
1965-10-18,1240.852,1965-10-18,1240.852
1965-10-19,1258.484,1965-10-19,1258.484
1965-10-20,1250.77,1965-10-20,1250.77
1965-10-21,1233.138,1965-10-21,1233.138
1965-10-22,1234.24,1965-10-22,1234.24
1965-10-25,1250.77,1965-10-25,1250.77
1965-10-26,1246.362,1965-10-26,1246.362
