Date,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Rec_prob,NBER_Rec,Year,CCI Value
1977-08-31,7.4,5.49,5.64458269636886,1.7554173036311402,0.017451760815191102,0.0,1977,100.46430000000001
1977-09-30,7.34,5.81,5.9784969760051005,1.3615030239948993,0.02092252675448035,0.0,1977,100.403535
1977-10-31,7.52,6.16,6.344344041553703,1.1756559584462956,0.02135933279533321,0.0,1977,100.35429
1977-11-30,7.58,6.1,6.281580706956432,1.298419293043569,0.01958904665200025,0.0,1977,100.33104
1977-12-31,7.69,6.07,6.250206290237175,1.4397937097628244,0.01973865014107724,0.0,1977,100.32877500000001
1978-01-31,7.96,6.44,6.637495496126388,1.3225045038736123,0.0179916464248877,0.0,1978,100.32421500000001
1978-02-28,8.03,6.45,6.647972993006816,1.3820270069931837,0.014695592048631212,0.0,1978,100.272615
1978-03-31,8.04,6.29,6.48039763337126,1.5596023666287389,0.011649177590652765,0.0,1978,100.17202
1978-04-30,8.15,6.29,6.48039763337126,1.66960236662874,0.012194374387931691,0.0,1978,100.1676
1978-05-31,8.35,6.41,6.6060662360034215,1.7439337639965782,0.02108820747401332,0.0,1978,100.18874
1978-06-30,8.46,6.73,6.941561683947217,1.5184383160527837,0.03016749744054122,0.0,1978,100.17072
1978-07-31,8.64,7.01,7.235573462993845,1.4044265370061562,0.036087574974403416,0.0,1978,100.16166000000001
1978-08-31,8.41,7.08,7.309142622466745,1.1008573775332549,0.05003863348642629,0.0,1978,100.10282000000001
1978-09-30,8.42,7.85,8.120156494212237,0.2998435057877629,0.08148810731445855,0.0,1978,100.04962
1978-10-31,8.64,7.99,8.267959745878635,0.3720402541213659,0.10071461521785993,0.0,1978,99.884465
1978-11-30,8.81,8.64,8.955590087511244,-0.1455900875112448,0.08767701591795757,0.0,1978,99.58614
1978-12-31,9.01,9.08,9.42237556903279,-0.4123755690327897,0.07427257174640542,0.0,1978,99.305265
1979-01-31,9.1,9.35,9.709338632655411,-0.6093386326554135,0.08527396178411614,0.0,1979,99.265015
1979-02-28,9.1,9.32,9.677434037667405,-0.5774340376674036,0.07954731166562297,0.0,1979,99.25096500000001
1979-03-31,9.12,9.48,9.847649166185695,-0.7276491661856976,0.0641891260844238,0.0,1979,99.12038
1979-04-30,9.18,9.46,9.826364560999505,-0.6463645609995029,0.05589956390551643,0.0,1979,98.97944
1979-05-31,9.25,9.61,9.98605286360418,-0.7360528636041792,0.05079329156226455,0.0,1979,98.865825
1979-06-30,8.91,9.06,9.401134993236775,-0.49113499323677706,0.06752621881170051,0.0,1979,98.69256999999999
1979-07-31,8.95,9.24,9.592379340120754,-0.6423793401207547,0.07746929957478721,0.0,1979,98.529515
1979-08-31,9.03,9.52,9.890224992087363,-0.8602249920873657,0.10932183253626523,0.0,1979,98.51193
1979-09-30,9.33,10.26,10.679472109150826,-1.3494721091508255,0.2348089361714117,0.0,1979,98.496925
1979-10-31,10.3,11.7,12.224025555813176,-1.9240255558131736,0.22100558482553706,0.0,1979,98.39236500000001
1979-11-30,10.65,11.79,12.32094496223707,-1.6709449622370691,0.329555289767692,0.0,1979,98.323125
1979-12-31,10.39,12.04,12.59040417873297,-2.2004041787329687,0.3927086467508237,0.0,1979,98.28734
1980-01-31,10.8,12.0,12.547267102096939,-1.7472671020969397,0.44133370825802615,0.0,1980,98.280145
1980-02-29,12.41,12.86,13.476701232911873,-1.0667012329118728,0.43337650512391657,1.0,1980,98.084305
1980-03-31,12.75,15.2,16.02690023341268,-3.276900233412679,0.4710231890967304,1.0,1980,97.67092
1980-04-30,11.47,13.2,13.845305010517604,-2.375305010517604,0.4505977669635455,1.0,1980,97.36063999999999
1980-05-31,10.18,8.58,8.892019755122346,1.2879802448776552,0.4731401775382224,1.0,1980,97.33045999999999
1980-06-30,9.78,7.07,7.29863111953826,2.48136888046174,0.4119967609694217,1.0,1980,97.60024000000001
1980-07-31,10.25,8.06,8.341901417037228,1.9080985829627741,0.4495992609137834,1.0,1980,97.999435
1980-08-31,11.1,9.13,9.47548662649701,1.6245133735029866,0.5044770038484223,0.0,1980,98.44655
1980-09-30,11.51,10.27,10.69015836965353,0.8198416303464704,0.6258629170598012,0.0,1980,98.8167
1980-10-31,11.75,11.62,12.137913113456413,-0.3879131134564169,0.7532043970818674,0.0,1980,98.957735
1980-11-30,12.68,13.73,14.421202299703285,-1.7412022997032857,0.7000026592826935,0.0,1980,98.84354
1980-12-31,12.84,15.49,16.345137279378882,-3.505137279378878,0.8049830381846623,0.0,1980,98.54765499999999
1981-01-31,12.57,15.02,15.829617724967791,-3.2596177249677907,0.7165828788676242,0.0,1981,98.41337999999999
1981-02-28,13.19,14.79,15.577805922587535,-2.3878059225875354,0.556429144416494,0.0,1981,98.30636
1981-03-31,13.12,13.36,14.018992509251316,-0.8989925092513165,0.9383389112556644,0.0,1981,98.33559500000001
1981-04-30,13.68,13.69,14.377682588670552,-0.6976825886705509,0.834043556119956,0.0,1981,98.530535
1981-05-31,14.1,16.3,17.23658403033894,-3.1365840303389394,0.08873410698910603,0.0,1981,98.71303
1981-06-30,13.47,14.73,15.512165903962455,-2.042165903962454,0.017688939949039827,0.0,1981,98.753265
1981-07-31,14.28,14.95,15.752947137015347,-1.4729471370153482,0.04083071209070435,0.0,1981,98.761015
1981-08-31,14.94,15.51,16.36710256185638,-1.4271025618563815,0.05918912518077106,1.0,1981,98.72023
1981-09-30,15.32,14.7,15.479353649353907,-0.15935364935390872,0.14634019599215206,1.0,1981,98.53612
1981-10-31,15.15,13.54,14.214564830852401,0.9354351691476008,0.38676867425911066,1.0,1981,98.26988
1981-11-30,13.39,10.86,11.321630972925082,2.068369027074919,0.7152815687841977,1.0,1981,98.03597500000001
1981-12-31,13.72,10.85,11.310911913265633,2.4090880867343683,0.9540492910271092,1.0,1981,98.032455
1982-01-31,14.59,12.28,12.849415695884357,1.7405843041156432,0.9369963408486159,1.0,1982,98.146995
1982-02-28,14.43,13.48,14.14935358487484,0.28064641512516,0.8360076309081703,1.0,1982,98.117205
1982-03-31,13.86,12.68,13.281823055192367,0.5781769448076286,0.5142640363637342,1.0,1982,98.06235
1982-04-30,13.87,12.7,13.303467138097195,0.5665328619028056,0.4634813398126321,1.0,1982,98.12048
1982-05-31,13.62,12.09,12.644338178345384,0.9756618216546152,0.926771118130194,1.0,1982,98.170155
1982-06-30,14.3,12.47,13.05469661321609,1.2453033867839114,0.7761906572959678,1.0,1982,98.1402
1982-07-31,13.95,11.35,11.847548341800804,2.102451658199195,0.6550812268544788,1.0,1982,98.098775
1982-08-31,13.06,8.68,8.997981262205297,4.062018737794704,0.6443295881036228,1.0,1982,98.14038
1982-09-30,12.34,7.92,8.19404477642401,4.1459552235759904,0.3327147714898402,1.0,1982,98.2885
1982-10-31,10.91,7.71,7.972459933725022,2.9375400662749778,0.13020333436032433,1.0,1982,98.444355
1982-11-30,10.55,8.07,8.352466693491651,2.197533306508348,0.03269535388669722,1.0,1982,98.50277
1982-12-31,10.54,7.94,8.21516061530507,2.324839384694929,0.01978293823167078,0.0,1982,98.5394
1983-01-31,10.46,7.86,8.130710329734613,2.329289670265389,0.051015105285807716,0.0,1983,98.67831
1983-02-28,10.72,8.11,8.394733252434136,2.3252667475658644,0.2385578640188519,0.0,1983,99.03911
1983-03-31,10.51,8.35,8.648515968291848,1.861484031708152,0.18425016963988036,0.0,1983,99.57114
1983-04-30,10.4,8.21,8.500437836444048,1.8995621635559523,0.1862191661795231,0.0,1983,100.09655000000001
1983-05-31,10.38,8.19,8.479292554101281,1.9007074458987196,0.12488793700666878,0.0,1983,100.42555
1983-06-30,10.85,8.79,9.11460219868631,1.73539780131369,0.09315451590121257,0.0,1983,100.5277
1983-07-31,11.38,9.08,9.42237556903279,1.9576244309672115,0.031150187972981924,0.0,1983,100.50945
1983-08-31,11.85,9.34,9.69870321700731,2.1512967829926897,0.0009528182543819673,0.0,1983,100.4262
1983-09-30,11.65,9.0,9.337426451777947,2.3125735482220517,0.0007951237770210054,0.0,1983,100.35825
1983-10-31,11.54,8.64,8.955590087511244,2.584409912488754,0.008361022510803541,0.0,1983,100.38165000000001
1983-11-30,11.69,8.76,9.082789911268524,2.607210088731476,0.027156078673198112,0.0,1983,100.5481
1983-12-31,11.83,9.0,9.337426451777947,2.4925735482220506,0.02248562205339004,0.0,1983,100.81075
1984-01-31,11.67,8.9,9.231289481984989,2.438710518015011,0.022335444629864597,0.0,1984,101.05584999999999
1984-02-29,11.84,9.09,9.432996681243267,2.407003318756733,0.02247116358761264,0.0,1984,101.13475
1984-03-31,12.32,9.52,9.890224992087363,2.4297750079126352,0.04348341612043039,0.0,1984,101.1271
1984-04-30,12.63,9.69,10.071270716816148,2.558729283183853,0.04130642564913943,0.0,1984,101.0144
1984-05-31,13.41,9.83,10.220487006725731,3.1895129932742687,0.0412423421447953,0.0,1984,100.9374
1984-06-30,13.56,9.87,10.263140126882274,3.2968598731177288,0.051360095323530135,0.0,1984,100.8946
1984-07-31,13.36,10.12,10.529922677561668,2.8300773224383318,0.038157765937237464,0.0,1984,100.95715
1984-08-31,12.72,10.47,10.904000116414334,1.8159998835856663,0.029041507050692687,0.0,1984,101.06635
1984-09-30,12.52,10.37,10.797051488276153,1.7229485117238459,0.02290395363757466,0.0,1984,101.1069
1984-10-31,12.16,9.74,10.124549819073263,2.0354501809267376,0.015032557354342897,0.0,1984,101.01089999999999
1984-11-30,11.57,8.61,8.923802457314741,2.6461975426852598,0.01449347398898849,0.0,1984,100.9092
1984-12-31,11.5,8.06,8.341901417037228,3.158098582962774,0.017381899283069466,0.0,1984,100.8406
1985-01-31,11.38,7.76,8.025196464878857,3.3548035351211443,0.018900606191521563,0.0,1985,100.8399
1985-02-28,11.51,8.27,8.563886785504645,2.9461132144953552,0.01984633071902761,0.0,1985,100.8014
1985-03-31,11.86,8.52,8.828469130166688,3.0315308698333108,0.019163162922137076,0.0,1985,100.77335
1985-04-30,11.43,7.95,8.225719351807362,3.204280648192636,0.01566029668150457,0.0,1985,100.76634999999999
1985-05-31,10.85,7.48,7.730046897845146,3.1199531021548528,0.005351304382327927,0.0,1985,100.76644999999999
1985-06-30,10.16,6.95,7.172535275980383,2.987464724019617,0.004393752114900677,0.0,1985,100.814
1985-07-31,10.31,7.08,7.309142622466745,3.0008573775332548,0.010042961735510277,0.0,1985,100.781
1985-08-31,10.33,7.14,7.37222300486616,2.9577769951338397,0.04620420361185714,0.0,1985,100.69845000000001
1985-09-30,10.37,7.1,7.3301672517034895,3.0398327482965097,0.052195757863770974,0.0,1985,100.61775
1985-10-31,10.24,7.16,7.3932541294608765,2.846745870539124,0.03424722547114818,0.0,1985,100.57615
1985-11-30,9.78,7.24,7.4774002890680435,2.3025997109319563,0.013610184434609207,0.0,1985,100.6628
1985-12-31,9.26,7.1,7.3301672517034895,1.9298327482965103,0.005664615130615103,0.0,1985,100.82140000000001
1986-01-31,9.19,7.07,7.29863111953826,1.89136888046174,0.003943251112591125,0.0,1986,100.95715
1986-02-28,8.7,7.06,7.288120157680652,1.4118798423193477,0.008238165709777449,0.0,1986,101.02195
1986-03-31,7.78,6.56,6.76326100809422,1.0167389919057808,0.007098121168899235,0.0,1986,101.0401
1986-04-30,7.3,6.06,6.239749225214917,1.0602507747850842,0.005209417333848442,0.0,1986,101.06309999999999
1986-05-31,7.71,6.15,6.333882142811795,1.376117857188205,0.006066877557715168,0.0,1986,101.0972
1986-06-30,7.8,6.21,6.3966615953936925,1.403338404606307,0.007667588296914438,0.0,1986,101.15735000000001
1986-07-31,7.3,5.83,5.999384823060508,1.300615176939492,0.007490403310711055,0.0,1986,101.11175
1986-08-31,7.17,5.53,5.686292020372559,1.4837079796274413,0.008073566363543809,0.0,1986,100.98595
1986-09-30,7.45,5.21,5.352856747571981,2.097143252428018,0.0069951153573111855,0.0,1986,100.8636
1986-10-31,7.43,5.18,5.321625213700953,2.1083747862990467,0.009764134559253256,0.0,1986,100.79885
1986-11-30,7.25,5.35,5.498667395035358,1.7513326049646416,0.02324893126474101,0.0,1986,100.67425
1986-12-31,7.11,5.53,5.686292020372559,1.4237079796274417,0.03963956465208046,0.0,1986,100.5669
1987-01-31,7.08,5.43,5.5820347452407155,1.4979652547592837,0.041767232779186765,0.0,1987,100.54405
