Date,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Rec_prob,NBER_Rec,Year,CCI Value
1972-06-30,6.11,3.91,4.0038783319245015,2.106121668075498,0.05763959658603826,0.0,1972,100.6896
1972-07-31,6.11,3.98,4.07628749457739,2.03371250542261,0.10031585666668466,0.0,1972,100.8212
1972-08-31,6.21,4.02,4.117675782072157,2.0923242179278434,0.06838884215350499,0.0,1972,100.7926
1972-09-30,6.55,4.66,4.781040219878941,1.768959780121059,0.08475118590618005,0.0,1972,100.643
1972-10-31,6.48,4.74,4.864113520160727,1.6158864798392747,0.08196711459574912,0.0,1972,100.4103
1972-11-30,6.28,4.78,4.905662923850457,1.3743370761495433,0.07031258143429868,0.0,1972,100.1078
1972-12-31,6.36,5.07,5.207150641428778,1.1528493585712225,0.04579673175225085,0.0,1972,99.78337
1973-01-31,6.46,5.41,5.561189702850284,0.8988102971497165,0.017356070062304326,0.0,1973,99.48389
1973-02-28,6.64,5.6,5.7593039244415385,0.8806960755584612,0.010403763884686362,0.0,1973,99.24095
1973-03-31,6.71,6.09,6.271122031066578,0.43887796893342296,0.025059833522938092,0.0,1973,99.03194
1973-04-30,6.67,6.26,6.448992586579751,0.22100741342024927,0.020280884798829203,0.0,1973,98.83447
1973-05-31,6.85,6.36,6.5536949017030475,0.29630509829695306,0.021532384123750387,0.0,1973,98.64689
1973-06-30,6.9,7.19,7.42480487731043,-0.5248048773104292,0.030987468181349405,0.0,1973,98.49733
1973-07-31,7.13,8.01,8.289083212341893,-1.1590832123418933,0.034330797912630086,0.0,1973,98.4389
1973-08-31,7.4,8.67,8.987382646858102,-1.5873826468581012,0.031602885253231065,0.0,1973,98.50697
1973-09-30,7.09,8.29,8.585040803663206,-1.4950408036632084,0.0491601872395553,0.0,1973,98.58526
1973-10-31,6.79,7.22,7.4563604993127335,-0.6663604993127343,0.059835483818478925,0.0,1973,98.51086
1973-11-30,6.73,7.83,8.099050456153416,-1.3690504561534151,0.08027035093416275,0.0,1973,98.16905
1973-12-31,6.74,7.45,7.698448985831796,-0.9584489858317956,0.10328495090731936,1.0,1973,97.74072
1974-01-31,6.99,7.77,8.035745402832804,-1.0457454028328037,0.13517716978223446,1.0,1974,98.2202
1974-02-28,6.96,7.12,7.351194045725174,-0.3911940457251744,0.1376847139397035,1.0,1974,98.25826
1974-03-31,7.21,7.96,8.236278633073702,-1.0262786330737024,0.2086513223486933,1.0,1974,98.45735
1974-04-30,7.51,8.33,8.627355394718286,-1.1173553947182864,0.25041076445054483,1.0,1974,98.61857
1974-05-31,7.58,8.23,8.52158530223338,-0.9415853022333796,0.2354974808765676,1.0,1974,98.58137500000001
1974-06-30,7.54,7.9,8.17293111609332,-0.63293111609332,0.4203107724812103,1.0,1974,98.39961
1974-07-31,7.81,7.55,7.803794358726756,0.006205641273243856,0.5794159925565407,1.0,1974,98.16707500000001
1974-08-31,8.04,8.96,9.294965075669383,-1.254965075669384,0.6813628577162912,1.0,1974,97.95154
1974-09-30,8.04,8.06,8.341901417037228,-0.3019014170372269,0.6602189761841284,1.0,1974,97.7644
1974-10-31,7.9,7.46,7.708981080452102,0.19101891954789707,0.45561238935559,1.0,1974,97.61350999999999
1974-11-30,7.68,7.47,7.719513717775903,-0.03951371777590307,0.630549453672366,1.0,1974,97.52621500000001
1974-12-31,7.43,7.15,7.382738296460898,0.047261703539102314,0.5292553782326375,1.0,1974,97.521205
1975-01-31,7.5,6.26,6.448992586579751,1.0510074134202494,0.5511854059067145,1.0,1975,97.656615
1975-02-28,7.39,5.5,5.655009225482049,1.734990774517951,0.38756384533503,1.0,1975,97.9763
1975-03-31,7.73,5.49,5.64458269636886,2.0854173036311403,0.5463062282719691,1.0,1975,98.37575
1975-04-30,8.23,5.61,5.769736336025116,2.4602636639748843,0.5690617537884334,0.0,1975,98.73298
1975-05-31,8.06,5.23,5.373680436954436,2.686319563045563,0.5250066565612227,0.0,1975,98.953275
1975-06-30,7.86,5.34,5.488248879457881,2.3717511205421182,0.4472332733076303,0.0,1975,99.06966499999999
1975-07-31,8.06,6.13,6.312959957022947,1.7470400429770532,0.2955550072064048,0.0,1975,99.130615
1975-08-31,8.4,6.44,6.637495496126388,1.7625045038736131,0.6029895638523102,0.0,1975,99.15556
1975-09-30,8.43,6.42,6.616542117666192,1.8134578823338063,0.3661015459965413,0.0,1975,99.19242
1975-10-31,8.14,5.96,6.135208096195912,2.0047919038040884,0.2564866571867743,0.0,1975,99.305755
1975-11-30,8.05,5.48,5.634156701778977,2.4158432982210245,0.3056257564644161,0.0,1975,99.54121
1975-12-31,8.0,5.44,5.592458067830523,2.407541932169477,0.28664368041866284,0.0,1975,99.83033
1976-01-31,7.74,4.87,4.999180185635222,2.7408198143647797,0.11534415304123387,0.0,1976,100.06794
1976-02-29,7.79,4.88,5.009573651870069,2.7804263481299314,0.05138724782325077,0.0,1976,100.16942
1976-03-31,7.73,5.0,5.134336756224505,2.5956632437754963,0.031914732751938416,0.0,1976,100.19572
1976-04-30,7.56,4.86,4.988787251383243,2.5712127486167557,0.018279864151918988,0.0,1976,100.23409000000001
1976-05-31,7.9,5.2,5.342445702962271,2.557554297037729,0.012750083395741421,0.0,1976,100.339755
1976-06-30,7.86,5.41,5.561189702850284,2.298810297149717,0.02094463926341735,0.0,1976,100.465
1976-07-31,7.83,5.23,5.373680436954436,2.4563195630455628,0.050588269169898975,0.0,1976,100.54145
1976-08-31,7.77,5.14,5.279990633863424,2.4900093661365763,0.049577366689440114,0.0,1976,100.51965000000001
1976-09-30,7.59,5.08,5.217554755904431,2.372445244095569,0.0463602077324848,0.0,1976,100.4437
1976-10-31,7.41,4.92,5.051152837455151,2.3588471625448504,0.035746493135891816,0.0,1976,100.3708
1976-11-30,7.29,4.75,4.874500073802811,2.415499926197188,0.019578708897326588,0.0,1976,100.34675
1976-12-31,6.87,4.35,4.459452058257253,2.410547941742747,0.019829936362591533,0.0,1976,100.3651
1977-01-31,7.21,4.62,4.739516318067835,2.4704836819321647,0.011657323552603571,0.0,1977,100.4131
1977-02-28,7.39,4.67,4.7914225230449565,2.598577476955043,0.010915085458751623,0.0,1977,100.47295
1977-03-31,7.46,4.6,4.718757553103588,2.7412424468964125,0.014764369171099663,0.0,1977,100.5211
1977-04-30,7.37,4.54,4.656493998065578,2.7135060019344217,0.015352395127714859,0.0,1977,100.5415
1977-05-31,7.46,4.96,5.092740538034646,2.367259461965353,0.015689548357489633,0.0,1977,100.53475
1977-06-30,7.28,5.02,5.155138060241092,2.124861939758908,0.02338114208814615,0.0,1977,100.52795
1977-07-31,7.33,5.19,5.332035191685588,1.9979648083144124,0.018392140199931142,0.0,1977,100.5117
