Date,CCI Value,Spread,Value of Copper,NBER_Rec
1976-04-30,100.23409,2.571212748616756,1534.8446095238098,0.0
1976-05-31,100.33975500000001,2.557554297037729,1538.9430000000002,0.0
1976-06-30,100.465,2.298810297149717,1563.6378181818181,0.0
1976-07-31,100.54145,2.4563195630455628,1669.582476190476,0.0
1976-08-31,100.51965,2.4900093661365763,1536.1278909090909,0.0
1976-09-30,100.4437,2.372445244095569,1480.6681904761904,0.0
1976-10-31,100.3708,2.3588471625448504,1297.4213333333335,0.0
1976-11-30,100.34675,2.415499926197188,1293.2410799999998,0.0
1976-12-31,100.3651,2.410547941742747,1315.2422476190477,0.0
1977-01-31,100.4131,2.4704836819321647,1426.6177142857143,0.0
1977-02-28,100.47295,2.598577476955043,1448.0976,0.0
1977-03-31,100.5211,2.7412424468964125,1550.0827826086954,0.0
1977-04-30,100.5415,2.7135060019344217,1452.1274400000002,0.0
1977-05-31,100.53475,2.367259461965353,1408.985714285714,0.0
1977-06-30,100.52795,2.124861939758908,1335.1631636363636,0.0
1977-07-31,100.5117,1.9979648083144124,1266.7199999999996,0.0
1977-08-31,100.4643,1.7554173036311402,1179.5424695652173,0.0
1977-09-30,100.40353499999999,1.3615030239948993,1236.5489523809524,0.0
1977-10-31,100.35429,1.1756559584462956,1247.5689523809524,0.0
