,Date,Value of Copper in Dollars per Tonne
3575,1973-11-20,2332.934
3576,1973-11-21,2266.814
3577,1973-11-23,2200.694
3578,1973-11-26,2134.574
3579,1973-11-27,2130.3864
3580,1973-11-28,2166.9728
3581,1973-11-29,2198.7104
3582,1973-11-30,2129.064
3583,1973-12-03,2071.7599999999998
3584,1973-12-04,2126.86
3585,1973-12-05,2100.412
3586,1973-12-06,2098.208
3587,1973-12-07,2083.882
3588,1973-12-10,2150.002
3589,1973-12-11,2142.288
3590,1973-12-12,2098.208
3591,1973-12-13,2032.0880000000002
3592,1973-12-14,1965.968
3593,1973-12-17,1996.824
3594,1973-12-18,1952.744
3595,1973-12-19,1950.54
3596,1973-12-20,1967.07
3597,1973-12-21,1988.008
3598,1973-12-26,2013.1336
3599,1973-12-27,1967.7312000000002
3600,1973-12-28,1928.5
3601,1973-12-31,1911.3088
3602,1974-01-02,1886.624
3603,1974-01-03,1948.336
3604,1974-01-04,1910.868
3605,1974-01-07,1969.274
3606,1974-01-08,1926.296
3607,1974-01-09,1896.5420000000001
3608,1974-01-10,1922.99
3609,1974-01-11,1902.052
3610,1974-01-14,1936.214
3611,1974-01-15,1886.624
3612,1974-01-16,1851.36
3613,1974-01-17,1888.828
3614,1974-01-18,1911.97
3615,1974-01-21,1952.744
3616,1974-01-22,1927.3980000000001
3617,1974-01-23,1919.684
3618,1974-01-24,1985.804
3619,1974-01-25,2051.924
3620,1974-01-28,2115.84
3621,1974-01-29,2058.536
3622,1974-01-30,2087.188
3623,1974-01-31,2151.104
3624,1974-02-01,2201.796
3625,1974-02-04,2135.676
3626,1974-02-05,2201.796
3627,1974-02-06,2135.676
3628,1974-02-07,2069.556
3629,1974-02-08,2135.676
3630,1974-02-11,2177.552
3631,1974-02-13,2162.124
3632,1974-02-14,2228.2439999999997
3633,1974-02-15,2294.364
3634,1974-02-19,2360.484
3635,1974-02-20,2426.604
3636,1974-02-21,2492.724
3637,1974-02-22,2558.844
3638,1974-02-25,2593.2264
3639,1974-02-26,2627.6088
3640,1974-02-27,2565.4559999999997
3641,1974-02-28,2412.0576
3642,1974-03-01,2358.28
3643,1974-03-04,2369.2999999999997
3644,1974-03-05,2265.712
3645,1974-03-06,2358.28
3646,1974-03-07,2468.48
3647,1974-03-08,2415.5840000000003
3648,1974-03-11,2501.54
3649,1974-03-12,2501.54
3650,1974-03-13,2505.948
3651,1974-03-14,2466.276
3652,1974-03-15,2494.928
3653,1974-03-18,2583.0879999999997
3654,1974-03-19,2693.288
3655,1974-03-20,2671.248
3656,1974-03-21,2613.944
3657,1974-03-22,2724.144
3658,1974-03-25,2686.6760000000004
3659,1974-03-26,2589.7000000000003
3660,1974-03-27,2699.9
3661,1974-03-28,2790.264
3662,1974-03-29,2856.384
3663,1974-04-01,2783.6519999999996
3664,1974-04-02,2880.6279999999997
3665,1974-04-03,2821.12
3666,1974-04-04,2860.792
3667,1974-04-05,2750.592
3668,1974-04-08,2640.392
3669,1974-04-09,2726.3480000000004
3670,1974-04-10,2662.432
3671,1974-04-11,2666.84
3672,1974-04-15,2763.816
3673,1974-04-16,2730.7560000000003
3674,1974-04-17,2737.368
3675,1974-04-18,2847.568
3676,1974-04-19,2918.096
3677,1974-04-22,2942.34
3678,1974-04-23,2962.1760000000004
3679,1974-04-24,3048.132
3680,1974-04-25,2933.524
3681,1974-04-26,2939.2544
3682,1974-04-29,3004.9336
3683,1974-04-30,2991.2688
3684,1974-05-01,2918.096
3685,1974-05-02,2953.36
3686,1974-05-03,2999.644
3687,1974-05-06,2898.2599999999998
3688,1974-05-07,2931.32
3689,1974-05-08,2940.136
3690,1974-05-09,2896.056
3691,1974-05-10,2860.792
3692,1974-05-13,2777.04
3693,1974-05-14,2717.532
3694,1974-05-15,2710.92
3695,1974-05-16,2600.72
3696,1974-05-17,2552.232
3697,1974-05-20,2508.1519999999996
3698,1974-05-21,2499.336
3699,1974-05-22,2406.768
3700,1974-05-23,2417.788
3701,1974-05-24,2428.808
3702,1974-05-28,2325.22
3703,1974-05-29,2380.32
3704,1974-05-30,2369.2999999999997
3705,1974-05-31,2367.096
3706,1974-06-03,2300.976
3707,1974-06-04,2411.1760000000004
3708,1974-06-05,2477.2960000000003
3709,1974-06-06,2424.4
3710,1974-06-07,2499.336
3711,1974-06-10,2516.968
3712,1974-06-11,2406.768
3713,1974-06-12,2391.34
3714,1974-06-13,2305.384
3715,1974-06-14,2228.2439999999997
3716,1974-06-17,2265.712
3717,1974-06-18,2155.512
3718,1974-06-19,2181.96
3719,1974-06-20,2212.816
3720,1974-06-21,2232.6519999999996
3721,1974-06-24,2162.124
3722,1974-06-25,2046.1936
3723,1974-06-26,2053.6872
3724,1974-06-27,2026.7984
3725,1974-06-28,2073.5232
3726,1974-07-01,1970.376
3727,1974-07-02,1952.744
3728,1974-07-03,1897.644
3729,1974-07-05,1913.072
3730,1974-07-08,1902.052
3731,1974-07-09,1864.5839999999998
3732,1974-07-10,1818.3
3733,1974-07-11,1882.216
3734,1974-07-12,1829.32
3735,1974-07-15,1939.52
3736,1974-07-16,1864.5839999999998
3737,1974-07-17,1849.156
3738,1974-07-18,1886.624
3739,1974-07-19,1873.3999999999999
3740,1974-07-22,1875.604
3741,1974-07-23,1855.768
3742,1974-07-24,1899.848
3743,1974-07-25,1976.988
3744,1974-07-26,1994.6200000000001
3745,1974-07-29,2104.8199999999997
3746,1974-07-30,1994.6200000000001
3747,1974-07-31,1968.172
3748,1974-08-01,1862.3799999999999
3749,1974-08-02,1765.404
3750,1974-08-05,1778.6280000000002
3751,1974-08-06,1846.952
3752,1974-08-07,1868.992
3753,1974-08-08,1818.3
3754,1974-08-09,1802.8719999999998
3755,1974-08-12,1827.116
3756,1974-08-13,1871.196
3757,1974-08-14,1824.9119999999998
3758,1974-08-15,1796.26
3759,1974-08-16,1813.8919999999998
3760,1974-08-19,1716.9160000000002
3761,1974-08-20,1723.528
3762,1974-08-21,1749.976
3763,1974-08-22,1752.18
3764,1974-08-23,1738.9560000000001
3765,1974-08-26,1708.1000000000001
3766,1974-08-27,1660.4936
3767,1974-08-28,1669.7504000000001
3768,1974-08-29,1661.816
3769,1974-08-30,1626.1112
3770,1974-09-03,1531.78
3771,1974-09-04,1525.168
3772,1974-09-05,1498.72
3773,1974-09-06,1507.536
3774,1974-09-09,1459.048
3775,1974-09-10,1467.864
3776,1974-09-11,1476.68
3777,1974-09-12,1428.192
3778,1974-09-13,1388.52
3779,1974-09-16,1370.888
3780,1974-09-17,1377.5
3781,1974-09-18,1406.152
3782,1974-09-19,1392.928
3783,1974-09-20,1375.296
3784,1974-09-23,1417.172
3785,1974-09-24,1487.7
3786,1974-09-25,1441.4160000000002
3787,1974-09-26,1432.6000000000001
3788,1974-09-27,1399.54
3789,1974-09-30,1503.1280000000002
3790,1974-10-01,1437.008
3791,1974-10-02,1434.804
3792,1974-10-03,1406.152
3793,1974-10-04,1417.172
3794,1974-10-07,1463.4560000000001
3795,1974-10-08,1421.58
3796,1974-10-09,1450.232
3797,1974-10-10,1388.52
3798,1974-10-11,1386.316
3799,1974-10-15,1430.396
3800,1974-10-16,1368.684
3801,1974-10-17,1326.808
3802,1974-10-18,1287.136
3803,1974-10-21,1276.116
3804,1974-10-22,1269.504
3805,1974-10-23,1271.7079999999999
3806,1974-10-24,1302.5639999999999
3807,1974-10-25,1326.808
3808,1974-10-28,1326.808
3809,1974-10-29,1304.768
3810,1974-10-30,1329.012
3811,1974-10-31,1401.744
3812,1974-11-01,1368.684
3813,1974-11-04,1353.256
3814,1974-11-06,1463.4560000000001
3815,1974-11-07,1403.948
3816,1974-11-08,1421.58
3817,1974-11-12,1390.724
3818,1974-11-13,1348.848
3819,1974-11-14,1375.296
3820,1974-11-15,1408.356
3821,1974-11-18,1392.928
3822,1974-11-19,1320.196
3823,1974-11-20,1306.972
3824,1974-11-21,1304.768
3825,1974-11-22,1273.9119999999998
3826,1974-11-25,1254.9576
3827,1974-11-26,1263.3328000000001
3828,1974-11-27,1295.5112
3829,1974-11-29,1295.0704
3830,1974-12-02,1287.136
3831,1974-12-03,1278.32
3832,1974-12-04,1258.484
3833,1974-12-05,1287.136
3834,1974-12-06,1278.32
3835,1974-12-09,1265.096
3836,1974-12-10,1262.8919999999998
3837,1974-12-11,1218.8120000000001
3838,1974-12-12,1216.6080000000002
3839,1974-12-13,1201.18
3840,1974-12-16,1187.9560000000001
3841,1974-12-17,1179.14
3842,1974-12-18,1194.568
3843,1974-12-19,1190.16
3844,1974-12-20,1179.14
3845,1974-12-23,1192.364
3846,1974-12-24,1196.7720000000002
3847,1974-12-26,1220.5752
3848,1974-12-27,1271.2672
3849,1974-12-30,1219.2528
3850,1974-12-31,1176.0544
3851,1975-01-02,1170.324
3852,1975-01-03,1170.324
3853,1975-01-06,1150.488
3854,1975-01-07,1165.9160000000002
3855,1975-01-08,1172.528
3856,1975-01-09,1181.344
3857,1975-01-10,1172.528
3858,1975-01-13,1168.1200000000001
3859,1975-01-14,1198.976
3860,1975-01-15,1179.14
3861,1975-01-16,1146.08
3862,1975-01-17,1146.08
3863,1975-01-20,1154.896
3864,1975-01-21,1146.08
3865,1975-01-22,1139.468
3866,1975-01-23,1157.1000000000001
3867,1975-01-24,1141.672
3868,1975-01-27,1181.344
3869,1975-01-28,1165.9160000000002
3870,1975-01-29,1150.488
3871,1975-01-30,1154.896
3872,1975-01-31,1154.896
3873,1975-02-03,1185.7520000000002
3874,1975-02-04,1163.712
3875,1975-02-05,1152.692
3876,1975-02-06,1146.08
3877,1975-02-07,1157.1000000000001
3878,1975-02-10,1165.9160000000002
3879,1975-02-11,1168.1200000000001
3880,1975-02-13,1227.6280000000002
3881,1975-02-14,1243.0559999999998
3882,1975-02-18,1243.0559999999998
3883,1975-02-19,1207.7920000000001
3884,1975-02-20,1249.668
3885,1975-02-21,1271.7079999999999
3886,1975-02-24,1267.3
3887,1975-02-25,1261.1288000000002
3888,1975-02-26,1274.7936
3889,1975-02-27,1296.3927999999999
3890,1975-02-28,1306.5312
3891,1975-03-03,1293.7479999999998
3892,1975-03-04,1273.9119999999998
3893,1975-03-05,1302.5639999999999
3894,1975-03-06,1291.5439999999999
3895,1975-03-07,1280.524
3896,1975-03-10,1280.524
3897,1975-03-11,1291.5439999999999
3898,1975-03-12,1284.932
3899,1975-03-13,1291.5439999999999
3900,1975-03-14,1289.34
3901,1975-03-17,1287.136
3902,1975-03-18,1291.5439999999999
3903,1975-03-19,1337.828
3904,1975-03-20,1364.276
3905,1975-03-21,1346.644
3906,1975-03-24,1351.052
3907,1975-03-25,1348.848
3908,1975-03-26,1364.276
3909,1975-03-27,1366.48
3910,1975-03-31,1386.316
3911,1975-04-01,1379.704
3912,1975-04-02,1375.296
3913,1975-04-03,1342.2359999999999
3914,1975-04-04,1304.768
3915,1975-04-07,1317.992
3916,1975-04-08,1315.788
3917,1975-04-09,1306.972
3918,1975-04-10,1245.26
3919,1975-04-11,1262.8919999999998
3920,1975-04-14,1258.484
3921,1975-04-15,1280.524
3922,1975-04-16,1280.524
3923,1975-04-17,1289.34
3924,1975-04-18,1289.34
3925,1975-04-21,1280.524
3926,1975-04-22,1262.8919999999998
3927,1975-04-23,1251.8719999999998
3928,1975-04-24,1227.6280000000002
3929,1975-04-25,1214.8448
3930,1975-04-28,1227.1871999999998
3931,1975-04-29,1259.8064
3932,1975-04-30,1245.26
3933,1975-05-01,1234.24
3934,1975-05-02,1218.8120000000001
3935,1975-05-05,1212.2
3936,1975-05-06,1232.036
3937,1975-05-07,1232.036
3938,1975-05-08,1223.22
3939,1975-05-09,1218.8120000000001
3940,1975-05-12,1218.8120000000001
3941,1975-05-13,1249.668
3942,1975-05-14,1249.668
3943,1975-05-15,1225.4240000000002
3944,1975-05-16,1229.832
3945,1975-05-19,1243.0559999999998
3946,1975-05-20,1243.0559999999998
3947,1975-05-21,1249.668
3948,1975-05-22,1249.668
3949,1975-05-23,1251.8719999999998
3950,1975-05-27,1223.22
3951,1975-05-28,1212.2
3952,1975-05-29,1203.384
3953,1975-05-30,1205.5880000000002
3954,1975-06-02,1194.568
3955,1975-06-03,1207.7920000000001
3956,1975-06-04,1194.568
3957,1975-06-05,1150.488
3958,1975-06-06,1161.508
3959,1975-06-09,1170.324
3960,1975-06-10,1150.488
3961,1975-06-11,1139.468
3962,1975-06-12,1137.2640000000001
3963,1975-06-13,1143.876
3964,1975-06-16,1148.284
3965,1975-06-17,1174.732
3966,1975-06-18,1157.1000000000001
3967,1975-06-19,1150.488
3968,1975-06-20,1174.732
3969,1975-06-23,1163.712
3970,1975-06-24,1165.9160000000002
3971,1975-06-25,1199.8576
3972,1975-06-26,1192.8048000000001
3973,1975-06-27,1216.1671999999999
3974,1975-06-30,1241.7336
3975,1975-07-01,1236.4440000000002
3976,1975-07-02,1251.8719999999998
3977,1975-07-03,1243.0559999999998
3978,1975-07-07,1212.2
3979,1975-07-08,1229.832
3980,1975-07-09,1245.26
3981,1975-07-10,1251.8719999999998
3982,1975-07-11,1267.3
3983,1975-07-14,1282.7279999999998
3984,1975-07-15,1262.8919999999998
3985,1975-07-16,1265.096
3986,1975-07-17,1254.0759999999998
3987,1975-07-18,1254.0759999999998
3988,1975-07-21,1273.9119999999998
3989,1975-07-22,1295.952
3990,1975-07-23,1269.504
3991,1975-07-24,1276.116
3992,1975-07-25,1311.3799999999999
3993,1975-07-28,1317.992
3994,1975-07-29,1306.972
3995,1975-07-30,1291.5439999999999
3996,1975-07-31,1276.116
3997,1975-08-01,1276.116
3998,1975-08-04,1289.34
3999,1975-08-05,1260.6879999999999
4000,1975-08-06,1251.8719999999998
4001,1975-08-07,1278.32
4002,1975-08-08,1282.7279999999998
4003,1975-08-11,1291.5439999999999
4004,1975-08-12,1295.952
4005,1975-08-13,1293.7479999999998
4006,1975-08-14,1289.34
4007,1975-08-15,1295.952
4008,1975-08-18,1302.5639999999999
4009,1975-08-19,1329.012
4010,1975-08-20,1346.644
4011,1975-08-21,1326.808
4012,1975-08-22,1346.644
4013,1975-08-25,1348.848
4014,1975-08-26,1336.0647999999999
4015,1975-08-27,1343.1176
4016,1975-08-28,1348.848
4017,1975-08-29,1314.9064
4018,1975-09-02,1256.28
4019,1975-09-03,1258.484
4020,1975-09-04,1282.7279999999998
4021,1975-09-05,1287.136
4022,1975-09-08,1278.32
4023,1975-09-09,1267.3
4024,1975-09-10,1280.524
4025,1975-09-11,1267.3
4026,1975-09-12,1276.116
4027,1975-09-15,1267.3
4028,1975-09-16,1243.0559999999998
4029,1975-09-17,1243.0559999999998
4030,1975-09-18,1249.668
4031,1975-09-19,1251.8719999999998
4032,1975-09-22,1254.0759999999998
4033,1975-09-23,1267.3
4034,1975-09-24,1276.116
4035,1975-09-25,1254.0759999999998
4036,1975-09-26,1262.8919999999998
4037,1975-09-29,1254.0759999999998
4038,1975-09-30,1245.26
4039,1975-10-01,1247.464
4040,1975-10-02,1238.6480000000001
4041,1975-10-03,1249.668
4042,1975-10-06,1240.8519999999999
4043,1975-10-07,1243.0559999999998
4044,1975-10-08,1240.8519999999999
4045,1975-10-09,1240.8519999999999
4046,1975-10-10,1214.404
4047,1975-10-14,1196.7720000000002
4048,1975-10-15,1201.18
4049,1975-10-16,1205.5880000000002
4050,1975-10-17,1192.364
4051,1975-10-20,1198.976
4052,1975-10-21,1203.384
4053,1975-10-22,1183.548
4054,1975-10-23,1170.324
4055,1975-10-24,1179.14
4056,1975-10-27,1183.548
4057,1975-10-28,1190.16
4058,1975-10-29,1214.404
4059,1975-10-30,1227.6280000000002
4060,1975-10-31,1254.0759999999998
4061,1975-11-03,1232.036
4062,1975-11-05,1249.668
4063,1975-11-06,1256.28
4064,1975-11-07,1251.8719999999998
4065,1975-11-10,1223.22
4066,1975-11-12,1227.6280000000002
4067,1975-11-13,1223.22
4068,1975-11-14,1209.996
4069,1975-11-17,1183.548
4070,1975-11-18,1181.344
4071,1975-11-19,1196.7720000000002
4072,1975-11-20,1174.732
4073,1975-11-21,1161.508
4074,1975-11-24,1172.9688
4075,1975-11-25,1165.9160000000002
4076,1975-11-26,1177.8175999999999
4077,1975-11-28,1170.7648
4078,1975-12-01,1161.508
4079,1975-12-02,1168.1200000000001
4080,1975-12-03,1163.712
4081,1975-12-04,1170.324
4082,1975-12-05,1187.9560000000001
4083,1975-12-08,1174.732
4084,1975-12-09,1159.304
4085,1975-12-10,1165.9160000000002
4086,1975-12-11,1181.344
4087,1975-12-12,1163.712
4088,1975-12-15,1159.304
4089,1975-12-16,1163.712
4090,1975-12-17,1187.9560000000001
4091,1975-12-18,1218.8120000000001
4092,1975-12-19,1234.24
4093,1975-12-22,1214.404
4094,1975-12-23,1212.2
4095,1975-12-24,1228.5096
4096,1975-12-29,1210.4368
4097,1975-12-30,1216.1671999999999
4098,1975-12-31,1215.7264
4099,1976-01-02,1229.832
4100,1976-01-05,1249.668
4101,1976-01-06,1249.668
4102,1976-01-07,1249.668
4103,1976-01-08,1236.4440000000002
4104,1976-01-09,1260.6879999999999
4105,1976-01-12,1262.8919999999998
4106,1976-01-13,1245.26
4107,1976-01-14,1249.668
4108,1976-01-15,1247.464
4109,1976-01-16,1245.26
4110,1976-01-19,1243.0559999999998
4111,1976-01-20,1238.6480000000001
4112,1976-01-21,1223.22
4113,1976-01-22,1196.7720000000002
4114,1976-01-23,1201.18
4115,1976-01-26,1185.7520000000002
4116,1976-01-27,1198.976
4117,1976-01-28,1216.6080000000002
4118,1976-01-29,1223.22
4119,1976-01-30,1209.996
4120,1976-02-02,1214.404
4121,1976-02-03,1221.016
4122,1976-02-04,1225.4240000000002
4123,1976-02-05,1225.4240000000002
4124,1976-02-06,1225.4240000000002
4125,1976-02-09,1221.016
4126,1976-02-10,1223.22
4127,1976-02-11,1229.832
4128,1976-02-12,1251.8719999999998
4129,1976-02-13,1240.8519999999999
4130,1976-02-17,1258.484
4131,1976-02-18,1262.8919999999998
4132,1976-02-19,1265.096
4133,1976-02-20,1287.136
4134,1976-02-23,1289.34
4135,1976-02-24,1291.5439999999999
4136,1976-02-25,1293.7479999999998
4137,1976-02-26,1311.8208
4138,1976-02-27,1315.3472
4139,1976-03-01,1306.972
4140,1976-03-02,1295.952
4141,1976-03-03,1306.972
4142,1976-03-04,1331.216
4143,1976-03-05,1337.828
4144,1976-03-08,1329.012
4145,1976-03-09,1344.44
4146,1976-03-10,1351.052
4147,1976-03-11,1335.624
4148,1976-03-12,1359.868
4149,1976-03-15,1362.072
4150,1976-03-16,1351.052
4151,1976-03-17,1386.316
4152,1976-03-18,1403.948
4153,1976-03-19,1417.172
4154,1976-03-22,1403.948
4155,1976-03-23,1408.356
4156,1976-03-24,1406.152
4157,1976-03-25,1379.704
4158,1976-03-26,1384.112
4159,1976-03-29,1359.868
4160,1976-03-30,1395.132
4161,1976-03-31,1397.336
4162,1976-04-01,1437.008
4163,1976-04-02,1428.192
4164,1976-04-05,1450.232
4165,1976-04-06,1461.2520000000002
4166,1976-04-07,1456.844
4167,1976-04-08,1503.1280000000002
4168,1976-04-09,1503.1280000000002
4169,1976-04-12,1547.2079999999999
4170,1976-04-13,1527.3719999999998
4171,1976-04-14,1516.3519999999999
4172,1976-04-15,1547.2079999999999
4173,1976-04-19,1575.86
4174,1976-04-20,1630.96
4175,1976-04-21,1584.676
4176,1976-04-22,1560.432
4177,1976-04-23,1560.432
4178,1976-04-26,1604.512
4179,1976-04-27,1616.8544000000002
4180,1976-04-28,1577.1824000000001
4181,1976-04-29,1567.0439999999999
4182,1976-04-30,1575.86
4183,1976-05-03,1525.168
4184,1976-05-04,1511.9440000000002
4185,1976-05-05,1531.78
4186,1976-05-06,1586.8799999999999
4187,1976-05-07,1593.492
4188,1976-05-10,1567.0439999999999
4189,1976-05-11,1562.636
4190,1976-05-12,1571.452
4191,1976-05-13,1549.4119999999998
4192,1976-05-14,1558.2279999999998
4193,1976-05-17,1531.78
4194,1976-05-18,1522.964
4195,1976-05-19,1492.1080000000002
4196,1976-05-20,1518.5559999999998
4197,1976-05-21,1498.72
4198,1976-05-24,1514.1480000000001
4199,1976-05-25,1518.5559999999998
4200,1976-05-26,1542.8
4201,1976-05-27,1540.596
4202,1976-05-28,1540.596
4203,1976-06-01,1536.1879999999999
4204,1976-06-02,1498.72
4205,1976-06-03,1487.7
4206,1976-06-04,1498.72
4207,1976-06-07,1529.5759999999998
4208,1976-06-08,1514.1480000000001
4209,1976-06-09,1522.964
4210,1976-06-10,1551.616
4211,1976-06-11,1580.268
4212,1976-06-14,1606.716
4213,1976-06-15,1564.84
4214,1976-06-16,1597.8999999999999
4215,1976-06-17,1582.472
4216,1976-06-18,1593.492
4217,1976-06-21,1573.656
4218,1976-06-22,1586.8799999999999
4219,1976-06-23,1562.636
4220,1976-06-24,1575.86
4221,1976-06-25,1574.5376
4222,1976-06-28,1582.9127999999998
4223,1976-06-29,1617.2952
4224,1976-06-30,1660.9344
4225,1976-07-01,1672.836
4226,1976-07-02,1668.428
4227,1976-07-06,1725.732
4228,1976-07-07,1703.692
4229,1976-07-08,1710.304
4230,1976-07-09,1692.672
4231,1976-07-12,1672.836
4232,1976-07-13,1688.2640000000001
4233,1976-07-14,1703.692
4234,1976-07-15,1668.428
4235,1976-07-16,1666.224
4236,1976-07-19,1626.552
4237,1976-07-20,1646.388
4238,1976-07-21,1644.184
4239,1976-07-22,1624.348
4240,1976-07-23,1659.612
4241,1976-07-26,1637.572
4242,1976-07-27,1661.816
4243,1976-07-28,1677.244
4244,1976-07-29,1668.428
4245,1976-07-30,1641.98
4246,1976-08-02,1580.268
4247,1976-08-03,1575.86
4248,1976-08-04,1593.492
4249,1976-08-05,1547.2079999999999
4250,1976-08-06,1540.596
4251,1976-08-09,1507.536
4252,1976-08-10,1540.596
4253,1976-08-11,1538.3919999999998
4254,1976-08-12,1545.004
4255,1976-08-13,1547.2079999999999
4256,1976-08-16,1542.8
4257,1976-08-17,1536.1879999999999
4258,1976-08-18,1533.984
4259,1976-08-19,1573.656
4260,1976-08-20,1545.004
4261,1976-08-23,1529.5759999999998
4262,1976-08-24,1498.72
4263,1976-08-25,1483.2920000000001
4264,1976-08-26,1502.2464
4265,1976-08-27,1501.3648
4266,1976-08-30,1504.8912
4267,1976-08-31,1526.9312
4268,1976-09-01,1553.82
4269,1976-09-02,1545.004
4270,1976-09-03,1533.984
4271,1976-09-07,1580.268
4272,1976-09-08,1545.004
4273,1976-09-09,1538.3919999999998
4274,1976-09-10,1531.78
4275,1976-09-13,1487.7
4276,1976-09-14,1456.844
4277,1976-09-15,1448.028
4278,1976-09-16,1454.64
4279,1976-09-17,1463.4560000000001
4280,1976-09-20,1441.4160000000002
4281,1976-09-21,1448.028
4282,1976-09-22,1481.0880000000002
4283,1976-09-23,1461.2520000000002
4284,1976-09-24,1465.66
4285,1976-09-27,1450.232
4286,1976-09-28,1395.132
4287,1976-09-29,1406.152
4288,1976-09-30,1406.152
4289,1976-10-01,1417.172
4290,1976-10-04,1432.6000000000001
4291,1976-10-05,1401.744
4292,1976-10-06,1390.724
4293,1976-10-07,1366.48
4294,1976-10-08,1311.3799999999999
4295,1976-10-11,1245.26
4296,1976-10-12,1236.4440000000002
4297,1976-10-13,1258.484
4298,1976-10-14,1276.116
4299,1976-10-15,1282.7279999999998
4300,1976-10-18,1284.932
4301,1976-10-19,1282.7279999999998
4302,1976-10-20,1302.5639999999999
4303,1976-10-21,1278.32
4304,1976-10-22,1260.6879999999999
4305,1976-10-25,1247.464
4306,1976-10-26,1227.6280000000002
4307,1976-10-27,1265.096
4308,1976-10-28,1236.4440000000002
4309,1976-10-29,1240.8519999999999
4310,1976-11-01,1251.8719999999998
4311,1976-11-03,1256.28
4312,1976-11-04,1293.7479999999998
4313,1976-11-05,1313.5839999999998
4314,1976-11-08,1313.5839999999998
4315,1976-11-09,1326.808
4316,1976-11-10,1340.032
4317,1976-11-11,1298.156
4318,1976-11-12,1306.972
4319,1976-11-15,1311.3799999999999
4320,1976-11-16,1317.992
4321,1976-11-17,1306.972
4322,1976-11-18,1300.36
4323,1976-11-19,1320.196
4324,1976-11-22,1298.156
4325,1976-11-23,1267.3
4326,1976-11-24,1266.8591999999999
4327,1976-11-26,1251.8719999999998
4328,1976-11-29,1263.7736
4329,1976-11-30,1258.9248
4330,1976-12-01,1256.28
4331,1976-12-02,1256.28
4332,1976-12-03,1271.7079999999999
4333,1976-12-06,1276.116
4334,1976-12-07,1273.9119999999998
4335,1976-12-08,1289.34
4336,1976-12-09,1287.136
4337,1976-12-10,1289.34
4338,1976-12-13,1289.34
4339,1976-12-14,1293.7479999999998
4340,1976-12-15,1313.5839999999998
4341,1976-12-16,1311.3799999999999
4342,1976-12-17,1326.808
4343,1976-12-20,1326.808
4344,1976-12-21,1344.44
4345,1976-12-22,1346.644
4346,1976-12-23,1344.44
4347,1976-12-27,1367.3616
4348,1976-12-28,1384.5528
4349,1976-12-29,1381.4672
4350,1976-12-30,1389.4016
4351,1977-01-03,1419.376
4352,1977-01-04,1403.948
4353,1977-01-05,1395.132
4354,1977-01-06,1406.152
4355,1977-01-07,1384.112
4356,1977-01-10,1381.908
4357,1977-01-11,1395.132
4358,1977-01-12,1403.948
4359,1977-01-13,1390.724
4360,1977-01-14,1399.54
4361,1977-01-17,1434.804
4362,1977-01-18,1437.008
4363,1977-01-19,1452.4360000000001
4364,1977-01-20,1454.64
4365,1977-01-21,1465.66
4366,1977-01-24,1472.2720000000002
4367,1977-01-25,1452.4360000000001
4368,1977-01-26,1474.476
4369,1977-01-27,1461.2520000000002
4370,1977-01-28,1448.028
4371,1977-01-31,1425.988
4372,1977-02-01,1437.008
4373,1977-02-02,1454.64
4374,1977-02-03,1445.824
4375,1977-02-04,1454.64
4376,1977-02-07,1465.66
4377,1977-02-08,1459.048
4378,1977-02-09,1439.212
4379,1977-02-10,1417.172
4380,1977-02-11,1412.7640000000001
4381,1977-02-14,1412.7640000000001
4382,1977-02-15,1419.376
4383,1977-02-16,1441.4160000000002
4384,1977-02-17,1432.6000000000001
4385,1977-02-18,1432.6000000000001
4386,1977-02-22,1452.4360000000001
4387,1977-02-23,1472.7128
4388,1977-02-24,1466.5416
4389,1977-02-25,1483.2920000000001
4390,1977-02-28,1514.1480000000001
4391,1977-03-01,1529.5759999999998
4392,1977-03-02,1527.3719999999998
4393,1977-03-03,1514.1480000000001
4394,1977-03-04,1538.3919999999998
4395,1977-03-07,1529.5759999999998
4396,1977-03-08,1531.78
4397,1977-03-09,1540.596
4398,1977-03-10,1520.76
4399,1977-03-11,1529.5759999999998
4400,1977-03-14,1553.82
4401,1977-03-15,1564.84
4402,1977-03-16,1562.636
4403,1977-03-17,1582.472
4404,1977-03-18,1595.696
4405,1977-03-21,1591.288
4406,1977-03-22,1578.0639999999999
4407,1977-03-23,1586.8799999999999
4408,1977-03-24,1578.0639999999999
4409,1977-03-25,1556.024
4410,1977-03-28,1525.168
4411,1977-03-29,1505.332
4412,1977-03-30,1553.82
4413,1977-03-31,1556.024
4414,1977-04-01,1567.0439999999999
4415,1977-04-04,1547.2079999999999
4416,1977-04-05,1481.0880000000002
4417,1977-04-06,1489.904
4418,1977-04-07,1461.2520000000002
4419,1977-04-11,1472.2720000000002
4420,1977-04-12,1472.2720000000002
4421,1977-04-13,1474.476
4422,1977-04-14,1489.904
4423,1977-04-15,1445.824
4424,1977-04-18,1448.028
4425,1977-04-19,1445.824
4426,1977-04-20,1395.132
4427,1977-04-21,1417.172
4428,1977-04-22,1421.58
4429,1977-04-25,1408.356
4430,1977-04-26,1406.152
4431,1977-04-27,1401.744
4432,1977-04-28,1388.0792000000001
4433,1977-04-29,1409.2376
4434,1977-05-02,1441.4160000000002
4435,1977-05-03,1434.804
4436,1977-05-04,1421.58
