,Date,Value of Copper in Dollars per Tonne
6258,1984-07-30,1287.136
6259,1984-07-31,1256.28
6260,1984-08-01,1265.096
6261,1984-08-02,1280.524
6262,1984-08-03,1308.074
6263,1984-08-06,1297.054
6264,1984-08-07,1266.198
6265,1984-08-08,1289.34
6266,1984-08-09,1310.278
6267,1984-08-10,1304.768
6268,1984-08-13,1312.482
6269,1984-08-14,1319.094
6270,1984-08-15,1313.5839999999998
6271,1984-08-16,1305.8700000000001
6272,1984-08-17,1313.5839999999998
6273,1984-08-20,1295.952
6274,1984-08-21,1299.258
6275,1984-08-22,1329.012
6276,1984-08-23,1345.5420000000001
6277,1984-08-24,1356.5620000000001
6278,1984-08-27,1353.256
6279,1984-08-28,1345.7624
6280,1984-08-29,1365.8188
6281,1984-08-30,1363.8352
6282,1984-08-31,1382.1284
6283,1984-09-04,1355.46
6284,1984-09-05,1356.5620000000001
6285,1984-09-06,1366.48
6286,1984-09-07,1304.768
6287,1984-09-10,1300.36
6288,1984-09-11,1302.5639999999999
6289,1984-09-12,1305.8700000000001
6290,1984-09-13,1271.7079999999999
6291,1984-09-14,1290.442
6292,1984-09-17,1244.158
6293,1984-09-18,1262.8919999999998
6294,1984-09-19,1260.6879999999999
6295,1984-09-20,1252.974
6296,1984-09-21,1275.0140000000001
6297,1984-09-24,1272.81
6298,1984-09-25,1263.994
6299,1984-09-26,1282.7279999999998
6300,1984-09-27,1276.116
6301,1984-09-28,1268.402
6302,1984-10-01,1277.218
6303,1984-10-02,1277.218
6304,1984-10-03,1269.504
6305,1984-10-04,1266.198
6306,1984-10-05,1248.566
6307,1984-10-08,1250.77
6308,1984-10-09,1240.8519999999999
6309,1984-10-10,1255.178
6310,1984-10-11,1244.158
6311,1984-10-12,1260.6879999999999
6312,1984-10-15,1250.77
6313,1984-10-16,1226.526
6314,1984-10-17,1223.22
6315,1984-10-18,1233.138
6316,1984-10-19,1240.8519999999999
6317,1984-10-22,1236.4440000000002
6318,1984-10-23,1250.77
6319,1984-10-24,1257.382
6320,1984-10-25,1297.054
6321,1984-10-26,1297.054
6322,1984-10-29,1272.81
6323,1984-10-30,1292.646
6324,1984-10-31,1321.298
6325,1984-11-01,1334.5220000000002
6326,1984-11-02,1351.052
6327,1984-11-05,1347.746
6328,1984-11-06,1342.2359999999999
6329,1984-11-07,1362.072
6330,1984-11-08,1352.154
6331,1984-11-09,1338.93
6332,1984-11-12,1353.256
6333,1984-11-13,1326.808
6334,1984-11-14,1321.298
6335,1984-11-15,1320.196
6336,1984-11-16,1316.89
6337,1984-11-19,1288.238
6338,1984-11-20,1313.5839999999998
6339,1984-11-21,1323.5020000000002
6340,1984-11-23,1314.6860000000001
6341,1984-11-26,1314.6860000000001
6342,1984-11-27,1283.83
6343,1984-11-28,1258.0431999999998
6344,1984-11-29,1265.5368
6345,1984-11-30,1276.3364
6346,1984-12-03,1282.7279999999998
6347,1984-12-04,1286.034
6348,1984-12-05,1281.626
6349,1984-12-06,1293.7479999999998
6350,1984-12-07,1276.116
6351,1984-12-10,1269.504
6352,1984-12-11,1290.442
6353,1984-12-12,1287.136
6354,1984-12-13,1271.7079999999999
6355,1984-12-14,1295.952
6356,1984-12-17,1291.5439999999999
6357,1984-12-18,1295.952
6358,1984-12-19,1283.83
6359,1984-12-20,1270.606
6360,1984-12-21,1214.404
6361,1984-12-26,1246.5824
6362,1984-12-27,1242.1743999999999
6363,1984-12-28,1257.1616000000001
6364,1984-12-31,1257.1616000000001
6365,1985-01-02,1243.0559999999998
6366,1985-01-03,1259.586
6367,1985-01-04,1255.178
6368,1985-01-07,1275.0140000000001
6369,1985-01-08,1266.198
6370,1985-01-09,1293.7479999999998
6371,1985-01-10,1284.932
6372,1985-01-11,1265.096
6373,1985-01-14,1267.3
6374,1985-01-15,1291.5439999999999
6375,1985-01-16,1301.462
6376,1985-01-17,1325.7060000000001
6377,1985-01-18,1348.848
6378,1985-01-21,1359.868
6379,1985-01-22,1345.5420000000001
6380,1985-01-23,1324.604
6381,1985-01-24,1347.746
6382,1985-01-25,1346.644
6383,1985-01-28,1373.092
6384,1985-01-29,1389.6219999999998
6385,1985-01-30,1408.356
6386,1985-01-31,1379.704
6387,1985-02-01,1388.52
6388,1985-02-04,1375.296
6389,1985-02-05,1375.296
6390,1985-02-06,1366.48
6391,1985-02-07,1353.256
6392,1985-02-08,1351.052
6393,1985-02-11,1367.582
6394,1985-02-12,1367.582
6395,1985-02-13,1377.5
6396,1985-02-14,1373.092
6397,1985-02-15,1364.276
6398,1985-02-19,1363.1740000000002
6399,1985-02-20,1322.3999999999999
6400,1985-02-21,1303.6660000000002
6401,1985-02-22,1310.278
6402,1985-02-25,1261.5696
6403,1985-02-26,1270.8264
6404,1985-02-27,1293.7479999999998
6405,1985-02-28,1309.3963999999999
6406,1985-03-01,1306.972
6407,1985-03-04,1320.196
6408,1985-03-05,1304.768
6409,1985-03-06,1333.42
6410,1985-03-07,1327.91
6411,1985-03-08,1330.114
6412,1985-03-11,1325.7060000000001
6413,1985-03-12,1316.89
6414,1985-03-13,1319.094
6415,1985-03-14,1315.788
6416,1985-03-15,1320.196
6417,1985-03-18,1337.828
6418,1985-03-19,1379.704
6419,1985-03-20,1347.746
6420,1985-03-21,1360.97
6421,1985-03-22,1354.3580000000002
6422,1985-03-25,1344.44
6423,1985-03-26,1360.97
6424,1985-03-27,1369.786
6425,1985-03-28,1366.48
6426,1985-03-29,1379.704
6427,1985-04-01,1397.336
6428,1985-04-02,1425.988
6429,1985-04-03,1400.6419999999998
6430,1985-04-04,1432.6000000000001
6431,1985-04-08,1433.702
6432,1985-04-09,1428.192
6433,1985-04-10,1430.396
6434,1985-04-11,1429.2939999999999
6435,1985-04-12,1452.4360000000001
6436,1985-04-15,1443.6200000000001
6437,1985-04-16,1431.4979999999998
6438,1985-04-17,1428.192
6439,1985-04-18,1392.928
6440,1985-04-19,1387.418
6441,1985-04-22,1375.296
6442,1985-04-23,1365.3780000000002
6443,1985-04-24,1383.01
6444,1985-04-25,1405.9316000000001
6445,1985-04-26,1388.0792000000001
6446,1985-04-29,1400.6419999999998
6447,1985-04-30,1360.0883999999999
6448,1985-05-01,1371.99
6449,1985-05-02,1383.01
6450,1985-05-03,1366.48
6451,1985-05-06,1375.296
6452,1985-05-07,1403.948
6453,1985-05-08,1430.396
6454,1985-05-09,1443.6200000000001
6455,1985-05-10,1443.6200000000001
6456,1985-05-13,1429.2939999999999
6457,1985-05-14,1430.396
6458,1985-05-15,1440.3139999999999
6459,1985-05-16,1419.376
6460,1985-05-17,1412.7640000000001
6461,1985-05-20,1396.234
6462,1985-05-21,1412.7640000000001
6463,1985-05-22,1425.988
6464,1985-05-23,1419.376
6465,1985-05-24,1407.254
6466,1985-05-28,1367.582
6467,1985-05-29,1378.6019999999999
6468,1985-05-30,1338.93
6469,1985-05-31,1336.726
6470,1985-06-03,1325.7060000000001
6471,1985-06-04,1346.644
6472,1985-06-05,1333.42
6473,1985-06-06,1336.726
6474,1985-06-07,1337.828
6475,1985-06-10,1333.42
6476,1985-06-11,1340.032
6477,1985-06-12,1345.5420000000001
6478,1985-06-13,1330.114
6479,1985-06-14,1337.828
6480,1985-06-17,1340.032
6481,1985-06-18,1364.276
6482,1985-06-19,1346.644
6483,1985-06-20,1329.012
6484,1985-06-21,1334.5220000000002
6485,1985-06-24,1330.114
6486,1985-06-25,1323.0611999999999
6487,1985-06-26,1300.5803999999998
6488,1985-06-27,1291.1032
6489,1985-06-28,1308.074
6490,1985-07-01,1300.36
6491,1985-07-02,1303.6660000000002
6492,1985-07-03,1312.482
6493,1985-07-08,1324.604
6494,1985-07-09,1324.604
6495,1985-07-10,1337.828
6496,1985-07-11,1340.032
6497,1985-07-12,1329.012
6498,1985-07-15,1343.3380000000002
6499,1985-07-16,1356.5620000000001
6500,1985-07-17,1387.418
6501,1985-07-18,1377.5
6502,1985-07-19,1401.744
6503,1985-07-22,1381.908
6504,1985-07-23,1377.5
6505,1985-07-24,1377.5
6506,1985-07-25,1386.316
6507,1985-07-26,1384.112
6508,1985-07-29,1375.296
6509,1985-07-30,1349.95
6510,1985-07-31,1346.644
6511,1985-08-01,1348.848
6512,1985-08-02,1356.5620000000001
6513,1985-08-05,1329.012
6514,1985-08-06,1332.318
6515,1985-08-07,1334.5220000000002
6516,1985-08-08,1335.624
6517,1985-08-09,1340.032
6518,1985-08-12,1332.318
6519,1985-08-13,1340.032
6520,1985-08-14,1356.5620000000001
6521,1985-08-15,1356.5620000000001
6522,1985-08-16,1355.46
6523,1985-08-19,1320.196
6524,1985-08-20,1315.788
6525,1985-08-21,1322.3999999999999
6526,1985-08-22,1306.972
6527,1985-08-23,1300.36
6528,1985-08-26,1295.952
6529,1985-08-27,1303.0048
6530,1985-08-28,1334.3016
6531,1985-08-29,1350.6112
6532,1985-08-30,1359.4272
6533,1985-09-03,1357.664
6534,1985-09-04,1362.072
6535,1985-09-05,1360.97
6536,1985-09-06,1360.97
6537,1985-09-09,1335.624
6538,1985-09-10,1332.318
6539,1985-09-11,1336.726
6540,1985-09-12,1335.624
6541,1985-09-13,1338.93
6542,1985-09-16,1341.134
6543,1985-09-17,1337.828
6544,1985-09-18,1310.278
6545,1985-09-19,1302.5639999999999
6546,1985-09-20,1294.8500000000001
6547,1985-09-23,1313.5839999999998
6548,1985-09-24,1338.93
6549,1985-09-25,1333.42
6550,1985-09-26,1315.788
6551,1985-09-27,1311.3799999999999
6552,1985-09-30,1308.074
6553,1985-10-01,1335.624
6554,1985-10-02,1358.766
6555,1985-10-03,1355.46
6556,1985-10-04,1364.276
6557,1985-10-07,1379.704
6558,1985-10-08,1373.092
6559,1985-10-09,1366.48
6560,1985-10-10,1354.3580000000002
6561,1985-10-11,1358.766
6562,1985-10-14,1357.664
6563,1985-10-15,1344.44
6564,1985-10-16,1327.91
6565,1985-10-17,1341.134
6566,1985-10-18,1365.3780000000002
6567,1985-10-21,1356.5620000000001
6568,1985-10-22,1363.1740000000002
6569,1985-10-23,1386.316
6570,1985-10-24,1376.3980000000001
6571,1985-10-25,1369.786
6572,1985-10-28,1351.052
6573,1985-10-29,1370.888
6574,1985-10-30,1353.256
6575,1985-10-31,1327.91
6576,1985-11-01,1335.624
6577,1985-11-04,1341.134
6578,1985-11-05,1343.3380000000002
6579,1985-11-06,1353.256
6580,1985-11-07,1329.012
6581,1985-11-08,1355.46
6582,1985-11-11,1340.032
6583,1985-11-12,1348.848
6584,1985-11-13,1354.3580000000002
6585,1985-11-14,1352.154
6586,1985-11-15,1347.746
6587,1985-11-18,1337.828
6588,1985-11-19,1317.992
6589,1985-11-20,1315.788
6590,1985-11-21,1319.094
6591,1985-11-22,1348.848
6592,1985-11-25,1349.0683999999999
6593,1985-11-26,1341.5748
6594,1985-11-27,1354.3580000000002
6595,1985-11-29,1353.256
6596,1985-12-02,1353.256
6597,1985-12-03,1347.746
6598,1985-12-04,1373.092
6599,1985-12-05,1399.54
6600,1985-12-06,1411.6619999999998
6601,1985-12-09,1402.846
6602,1985-12-10,1402.846
6603,1985-12-11,1416.07
6604,1985-12-12,1399.54
6605,1985-12-13,1406.152
6606,1985-12-16,1422.682
6607,1985-12-17,1403.948
6608,1985-12-18,1386.316
6609,1985-12-19,1397.336
6610,1985-12-20,1391.8259999999998
6611,1985-12-23,1377.5
6612,1985-12-24,1392.928
6613,1985-12-26,1408.5764
6614,1985-12-27,1405.4908
6615,1985-12-30,1401.5236
6616,1985-12-31,1410.56
6617,1986-01-02,1418.274
6618,1986-01-03,1420.4779999999998
6619,1986-01-06,1421.58
6620,1986-01-07,1442.518
6621,1986-01-08,1438.11
6622,1986-01-09,1449.1299999999999
6623,1986-01-10,1453.538
6624,1986-01-13,1475.578
6625,1986-01-14,1477.782
6626,1986-01-15,1474.476
6627,1986-01-16,1467.864
6628,1986-01-17,1471.17
6629,1986-01-20,1463.4560000000001
6630,1986-01-21,1451.3339999999998
6631,1986-01-22,1441.4160000000002
6632,1986-01-23,1434.804
6633,1986-01-24,1452.4360000000001
6634,1986-01-27,1471.17
6635,1986-01-28,1466.762
6636,1986-01-29,1460.1499999999999
6637,1986-01-30,1459.048
6638,1986-01-31,1448.028
6639,1986-02-03,1402.846
6640,1986-02-04,1406.152
6641,1986-02-05,1420.4779999999998
6642,1986-02-06,1409.4579999999999
6643,1986-02-07,1408.356
6644,1986-02-10,1403.948
6645,1986-02-11,1391.8259999999998
6646,1986-02-12,1394.03
6647,1986-02-13,1399.54
6648,1986-02-14,1409.4579999999999
6649,1986-02-18,1416.07
6650,1986-02-19,1410.56
6651,1986-02-20,1420.4779999999998
6652,1986-02-21,1412.7640000000001
6653,1986-02-24,1440.3139999999999
6654,1986-02-25,1433.4815999999998
6655,1986-02-26,1418.274
6656,1986-02-27,1430.8368
6657,1986-02-28,1424.0044
6658,1986-03-03,1412.7640000000001
6659,1986-03-04,1440.3139999999999
6660,1986-03-05,1432.6000000000001
6661,1986-03-06,1451.3339999999998
6662,1986-03-07,1448.028
6663,1986-03-10,1462.354
6664,1986-03-11,1454.64
6665,1986-03-12,1453.538
6666,1986-03-13,1453.538
6667,1986-03-14,1477.782
6668,1986-03-17,1500.9240000000002
6669,1986-03-18,1489.904
6670,1986-03-19,1498.72
6671,1986-03-20,1487.7
6672,1986-03-21,1511.9440000000002
6673,1986-03-24,1499.822
6674,1986-03-25,1478.884
6675,1986-03-26,1472.2720000000002
6676,1986-03-27,1481.0880000000002
6677,1986-03-31,1457.946
6678,1986-04-01,1424.886
6679,1986-04-02,1425.988
6680,1986-04-03,1413.866
6681,1986-04-04,1413.866
6682,1986-04-07,1419.376
6683,1986-04-08,1396.234
6684,1986-04-09,1413.866
6685,1986-04-10,1422.682
6686,1986-04-11,1424.886
6687,1986-04-14,1405.05
6688,1986-04-15,1420.4779999999998
6689,1986-04-16,1412.7640000000001
6690,1986-04-17,1416.07
6691,1986-04-18,1411.6619999999998
6692,1986-04-21,1395.132
6693,1986-04-22,1416.07
6694,1986-04-23,1417.172
6695,1986-04-24,1413.866
6696,1986-04-25,1407.254
6697,1986-04-28,1401.744
6698,1986-04-29,1386.5364
6699,1986-04-30,1379.0428000000002
6700,1986-05-01,1377.5
6701,1986-05-02,1389.6219999999998
6702,1986-05-05,1397.336
6703,1986-05-06,1388.52
6704,1986-05-07,1388.52
6705,1986-05-08,1409.4579999999999
6706,1986-05-09,1413.866
6707,1986-05-12,1408.356
6708,1986-05-13,1391.8259999999998
6709,1986-05-14,1396.234
6710,1986-05-15,1396.234
6711,1986-05-16,1405.05
6712,1986-05-19,1385.214
6713,1986-05-20,1371.99
6714,1986-05-21,1379.704
6715,1986-05-22,1375.296
6716,1986-05-23,1369.786
6717,1986-05-27,1380.8059999999998
6718,1986-05-28,1391.8259999999998
6719,1986-05-29,1395.132
6720,1986-05-30,1390.724
6721,1986-06-02,1380.8059999999998
6722,1986-06-03,1364.276
6723,1986-06-04,1376.3980000000001
6724,1986-06-05,1402.846
6725,1986-06-06,1412.7640000000001
6726,1986-06-09,1416.07
6727,1986-06-10,1410.56
6728,1986-06-11,1412.7640000000001
6729,1986-06-12,1413.866
6730,1986-06-13,1402.846
6731,1986-06-16,1408.356
6732,1986-06-17,1398.4379999999999
6733,1986-06-18,1395.132
6734,1986-06-19,1389.6219999999998
6735,1986-06-20,1388.52
6736,1986-06-23,1384.112
6737,1986-06-24,1352.154
6738,1986-06-25,1345.9828
6739,1986-06-26,1355.2396
6740,1986-06-27,1318.8736000000001
6741,1986-06-30,1327.6896000000002
6742,1986-07-01,1342.2359999999999
6743,1986-07-02,1336.726
6744,1986-07-07,1315.788
6745,1986-07-08,1297.054
6746,1986-07-09,1306.972
6747,1986-07-10,1310.278
6748,1986-07-11,1313.5839999999998
6749,1986-07-14,1295.952
6750,1986-07-15,1313.5839999999998
6751,1986-07-16,1310.278
6752,1986-07-17,1305.8700000000001
6753,1986-07-18,1303.6660000000002
6754,1986-07-21,1308.074
6755,1986-07-22,1308.074
6756,1986-07-23,1319.094
6757,1986-07-24,1326.808
6758,1986-07-25,1305.8700000000001
6759,1986-07-28,1295.952
6760,1986-07-29,1288.238
6761,1986-07-30,1290.442
6762,1986-07-31,1289.34
6763,1986-08-01,1290.442
6764,1986-08-04,1277.218
6765,1986-08-05,1284.932
6766,1986-08-06,1280.524
6767,1986-08-07,1276.116
6768,1986-08-08,1278.32
6769,1986-08-11,1295.952
6770,1986-08-12,1290.442
6771,1986-08-13,1282.7279999999998
6772,1986-08-14,1287.136
6773,1986-08-15,1262.8919999999998
6774,1986-08-18,1255.178
6775,1986-08-19,1260.6879999999999
6776,1986-08-20,1268.402
6777,1986-08-21,1272.81
6778,1986-08-22,1261.79
6779,1986-08-25,1260.6879999999999
6780,1986-08-26,1260.0267999999999
6781,1986-08-27,1272.81
6782,1986-08-28,1273.2508
6783,1986-08-29,1284.4912
6784,1986-09-02,1349.95
6785,1986-09-03,1347.746
6786,1986-09-04,1346.644
6787,1986-09-05,1357.664
6788,1986-09-08,1344.44
6789,1986-09-09,1334.5220000000002
6790,1986-09-10,1340.032
6791,1986-09-11,1333.42
6792,1986-09-12,1340.032
6793,1986-09-15,1352.154
6794,1986-09-16,1369.786
6795,1986-09-17,1369.786
6796,1986-09-18,1371.99
6797,1986-09-19,1375.296
6798,1986-09-22,1356.5620000000001
6799,1986-09-23,1345.5420000000001
6800,1986-09-24,1347.746
6801,1986-09-25,1354.3580000000002
6802,1986-09-26,1349.95
6803,1986-09-29,1347.746
6804,1986-09-30,1348.848
6805,1986-10-01,1317.992
6806,1986-10-02,1320.196
6807,1986-10-03,1317.992
6808,1986-10-06,1319.094
6809,1986-10-07,1310.278
6810,1986-10-08,1309.176
6811,1986-10-09,1302.5639999999999
6812,1986-10-10,1313.5839999999998
6813,1986-10-13,1313.5839999999998
6814,1986-10-14,1319.094
6815,1986-10-15,1320.196
6816,1986-10-16,1324.604
6817,1986-10-17,1317.992
6818,1986-10-20,1329.012
6819,1986-10-21,1327.91
6820,1986-10-22,1331.216
6821,1986-10-23,1334.5220000000002
6822,1986-10-24,1320.196
6823,1986-10-27,1310.278
6824,1986-10-28,1298.156
6825,1986-10-29,1290.442
6826,1986-10-30,1302.5639999999999
6827,1986-10-31,1295.952
6828,1986-11-03,1302.5639999999999
6829,1986-11-04,1304.768
6830,1986-11-05,1298.156
6831,1986-11-06,1301.462
6832,1986-11-07,1303.6660000000002
6833,1986-11-10,1297.054
6834,1986-11-11,1300.36
6835,1986-11-12,1298.156
6836,1986-11-13,1293.7479999999998
6837,1986-11-14,1295.952
6838,1986-11-17,1288.238
6839,1986-11-18,1288.238
6840,1986-11-19,1302.5639999999999
6841,1986-11-20,1313.5839999999998
6842,1986-11-21,1302.5639999999999
6843,1986-11-24,1297.9356
6844,1986-11-25,1304.3272
6845,1986-11-26,1319.094
6846,1986-11-28,1332.318
6847,1986-12-01,1336.726
6848,1986-12-02,1333.42
6849,1986-12-03,1335.624
6850,1986-12-04,1338.93
6851,1986-12-05,1325.7060000000001
6852,1986-12-08,1319.094
6853,1986-12-09,1313.5839999999998
6854,1986-12-10,1309.176
6855,1986-12-11,1317.992
6856,1986-12-12,1320.196
6857,1986-12-15,1325.7060000000001
6858,1986-12-16,1320.196
6859,1986-12-17,1325.7060000000001
6860,1986-12-18,1324.604
6861,1986-12-19,1326.808
6862,1986-12-22,1321.298
6863,1986-12-23,1319.094
6864,1986-12-24,1327.4691999999998
6865,1986-12-29,1335.4036
6866,1986-12-30,1337.1668
6867,1986-12-31,1344.44
6868,1987-01-02,1352.154
6869,1987-01-05,1371.99
6870,1987-01-06,1366.48
6871,1987-01-07,1363.1740000000002
6872,1987-01-08,1360.97
6873,1987-01-09,1359.868
6874,1987-01-12,1360.97
6875,1987-01-13,1360.97
6876,1987-01-14,1368.684
6877,1987-01-15,1352.154
6878,1987-01-16,1335.624
6879,1987-01-19,1338.93
6880,1987-01-20,1326.808
6881,1987-01-21,1340.032
6882,1987-01-22,1340.032
6883,1987-01-23,1333.42
6884,1987-01-26,1357.664
6885,1987-01-27,1354.3580000000002
6886,1987-01-28,1338.93
6887,1987-01-29,1348.848
6888,1987-01-30,1331.216
6889,1987-02-02,1335.624
6890,1987-02-03,1341.134
6891,1987-02-04,1343.3380000000002
6892,1987-02-05,1342.2359999999999
6893,1987-02-06,1342.2359999999999
6894,1987-02-09,1346.644
6895,1987-02-10,1348.848
6896,1987-02-11,1347.746
6897,1987-02-12,1342.2359999999999
6898,1987-02-13,1340.032
6899,1987-02-17,1356.5620000000001
6900,1987-02-18,1388.52
6901,1987-02-19,1389.6219999999998
6902,1987-02-20,1399.54
6903,1987-02-23,1380.8059999999998
6904,1987-02-24,1375.9571999999998
6905,1987-02-25,1397.1156
6906,1987-02-26,1383.01
6907,1987-02-27,1397.336
6908,1987-03-02,1391.8259999999998
6909,1987-03-03,1391.8259999999998
6910,1987-03-04,1387.418
6911,1987-03-05,1392.928
6912,1987-03-06,1392.928
6913,1987-03-09,1386.316
6914,1987-03-10,1397.336
6915,1987-03-11,1400.6419999999998
6916,1987-03-12,1407.254
6917,1987-03-13,1401.744
6918,1987-03-16,1396.234
6919,1987-03-17,1401.744
6920,1987-03-18,1400.6419999999998
6921,1987-03-19,1407.254
6922,1987-03-20,1420.4779999999998
6923,1987-03-23,1430.396
6924,1987-03-24,1425.988
6925,1987-03-25,1421.58
6926,1987-03-26,1417.172
6927,1987-03-27,1419.376
6928,1987-03-30,1411.6619999999998
6929,1987-03-31,1376.3980000000001
6930,1987-04-01,1373.092
6931,1987-04-02,1375.296
6932,1987-04-03,1373.092
6933,1987-04-06,1380.8059999999998
6934,1987-04-07,1373.092
6935,1987-04-08,1371.99
6936,1987-04-09,1375.296
6937,1987-04-10,1379.704
6938,1987-04-13,1378.6019999999999
6939,1987-04-14,1379.704
6940,1987-04-15,1385.214
6941,1987-04-16,1392.928
6942,1987-04-20,1397.336
6943,1987-04-21,1396.234
6944,1987-04-22,1369.786
6945,1987-04-23,1355.46
6946,1987-04-24,1368.684
6947,1987-04-27,1365.3780000000002
6948,1987-04-28,1367.582
6949,1987-04-29,1362.2924
6950,1987-04-30,1370.4472
6951,1987-05-01,1377.5
6952,1987-05-04,1401.744
6953,1987-05-05,1414.968
6954,1987-05-06,1427.09
6955,1987-05-07,1446.926
6956,1987-05-08,1449.1299999999999
6957,1987-05-11,1486.598
6958,1987-05-12,1475.578
6959,1987-05-13,1468.966
6960,1987-05-14,1472.2720000000002
6961,1987-05-15,1496.516
6962,1987-05-18,1442.518
6963,1987-05-19,1454.64
6964,1987-05-20,1465.66
6965,1987-05-21,1467.864
6966,1987-05-22,1470.068
6967,1987-05-26,1430.396
6968,1987-05-27,1442.518
6969,1987-05-28,1456.844
6970,1987-05-29,1452.4360000000001
6971,1987-06-01,1474.476
6972,1987-06-02,1527.3719999999998
6973,1987-06-03,1507.536
6974,1987-06-04,1537.29
6975,1987-06-05,1521.862
6976,1987-06-08,1535.086
6977,1987-06-09,1545.004
6978,1987-06-10,1535.086
6979,1987-06-11,1564.84
6980,1987-06-12,1564.84
6981,1987-06-15,1564.84
6982,1987-06-16,1560.432
6983,1987-06-17,1542.8
6984,1987-06-18,1538.3919999999998
6985,1987-06-19,1510.842
6986,1987-06-22,1500.9240000000002
6987,1987-06-23,1518.5559999999998
6988,1987-06-24,1540.596
6989,1987-06-25,1572.554
6990,1987-06-26,1569.6888000000001
6991,1987-06-29,1555.8036
6992,1987-06-30,1578.7252
6993,1987-07-01,1604.512
6994,1987-07-02,1627.654
6995,1987-07-06,1649.6940000000002
6996,1987-07-07,1656.3059999999998
6997,1987-07-08,1640.8780000000002
6998,1987-07-09,1660.714
6999,1987-07-10,1648.592
7000,1987-07-13,1641.98
7001,1987-07-14,1615.532
7002,1987-07-15,1586.8799999999999
7003,1987-07-16,1619.94
7004,1987-07-17,1585.778
7005,1987-07-20,1594.594
7006,1987-07-21,1616.634
7007,1987-07-22,1648.592
7008,1987-07-23,1655.204
7009,1987-07-24,1661.816
7010,1987-07-27,1651.8980000000001
7011,1987-07-28,1693.774
7012,1987-07-29,1690.468
7013,1987-07-30,1719.1200000000001
7014,1987-07-31,1722.426
7015,1987-08-03,1721.324
7016,1987-08-04,1726.8339999999998
7017,1987-08-05,1711.406
7018,1987-08-06,1693.774
7019,1987-08-07,1703.692
7020,1987-08-10,1732.344
7021,1987-08-11,1749.976
7022,1987-08-12,1738.9560000000001
7023,1987-08-13,1708.1000000000001
7024,1987-08-14,1720.222
7025,1987-08-17,1732.344
7026,1987-08-18,1719.1200000000001
7027,1987-08-19,1712.508
7028,1987-08-20,1704.7939999999999
7029,1987-08-21,1643.082
7030,1987-08-24,1676.1419999999998
7031,1987-08-25,1653.0
7032,1987-08-26,1659.8324
7033,1987-08-27,1672.836
7034,1987-08-28,1647.49
7035,1987-08-31,1663.7996
7036,1987-09-01,1651.8980000000001
7037,1987-09-02,1635.368
7038,1987-09-03,1641.98
7039,1987-09-04,1672.836
7040,1987-09-08,1744.466
7041,1987-09-09,1729.038
7042,1987-09-10,1756.5880000000002
7043,1987-09-11,1767.6080000000002
7044,1987-09-14,1759.894
7045,1987-09-15,1745.568
7046,1987-09-16,1779.73
7047,1987-09-17,1811.6879999999999
7048,1987-09-18,1800.668
7049,1987-09-21,1788.546
7050,1987-09-22,1767.6080000000002
7051,1987-09-23,1789.6480000000001
7052,1987-09-24,1781.934
7053,1987-09-25,1801.77
7054,1987-09-28,1797.362
7055,1987-09-29,1788.546
7056,1987-09-30,1757.69
7057,1987-10-01,1753.282
7058,1987-10-02,1796.26
7059,1987-10-05,1835.932
7060,1987-10-06,1829.32
7061,1987-10-07,1838.136
7062,1987-10-08,1848.054
7063,1987-10-09,1871.196
7064,1987-10-12,1888.828
7065,1987-10-13,1878.91
7066,1987-10-14,1906.46
7067,1987-10-15,1925.1940000000002
7068,1987-10-16,1937.316
7069,1987-10-19,1863.482
7070,1987-10-20,1644.184
7071,1987-10-21,1719.1200000000001
7072,1987-10-22,1760.996
7073,1987-10-23,1800.668
7074,1987-10-26,1740.058
7075,1987-10-27,1768.71
7076,1987-10-28,1785.24
7077,1987-10-29,1755.4859999999999
7078,1987-10-30,1810.586
7079,1987-11-02,1896.5420000000001
7080,1987-11-03,1886.624
7081,1987-11-04,1967.07
7082,1987-11-05,1981.396
7083,1987-11-06,2104.8199999999997
7084,1987-11-09,2087.188
7085,1987-11-10,2256.896
7086,1987-11-11,2294.364
7087,1987-11-12,2252.488
7088,1987-11-13,2261.304
7089,1987-11-16,2166.532
7090,1987-11-17,2206.2039999999997
7091,1987-11-18,2289.9559999999997
7092,1987-11-19,2371.5040000000004
7093,1987-11-20,2336.2400000000002
7094,1987-11-23,2345.056
7095,1987-11-24,2438.0648
7096,1987-11-25,2545.62
7097,1987-11-27,2560.6072
7098,1987-11-30,2392.6623999999997
7099,1987-12-01,2466.276
7100,1987-12-02,2437.6240000000003
7101,1987-12-03,2390.238
7102,1987-12-04,2300.976
7103,1987-12-07,2472.8880000000004
7104,1987-12-08,2547.8239999999996
7105,1987-12-09,2525.7839999999997
7106,1987-12-10,2598.516
7107,1987-12-11,2693.288
7108,1987-12-14,2732.96
7109,1987-12-15,2721.94
7110,1987-12-16,2743.98
7111,1987-12-17,2693.288
7112,1987-12-18,2763.816
7113,1987-12-21,2854.18
7114,1987-12-22,2862.9959999999996
7115,1987-12-23,2869.608
7116,1987-12-24,3019.48
7117,1987-12-28,2896.056
7118,1987-12-29,2887.4604
7119,1987-12-30,2851.5352000000003
7120,1987-12-31,2889.8848
7121,1988-01-04,2766.02
7122,1988-01-05,2708.7160000000003
7123,1988-01-06,2607.3320000000003
7124,1988-01-07,2552.232
7125,1988-01-08,2558.844
7126,1988-01-11,2638.188
